ID	apKa1	bpKa1	atoms
24781723		7.06	11
24781716		-2.96	6
24781715	15.29	4.82	10,16
24781689	14.36	0.59	16,17
24781671	19.18	7.21	6,4
24781667	4.23	-1.36	11,4
24781632	6.66	-1.37	10,19
24781630		-7.21	12
24781629		5.13	11
24781625	14.11	5.05	4,13
24781623	13.96	0.34	18,14
24781593	8.04	9.71	12,2
24781591		-2.11	3
24781574	16.60	8.71	13,17
24781566		5.79	18
24781523	15.99	-0.90	21,17
24781502	14.40	9.01	14,10
24781501	14.63	-1.54	9,11
24781500	15.92	9.08	13,5
24781464	12.05	-0.58	5,16
24781452	15.41		10
24781405	3.57	1.92	20,5
24781397	12.64	3.30	5,6
24781395	1.96	-1.66	14,16
24781372	14.18	8.73	12,15
24781365	10.78	1.40	12,6
24781332	12.03	4.38	7,5
24781292	14.75	5.02	11,3
24781289	12.86	2.61	13,11
24781224	12.12	0.65	17,5
24781223	13.81	5.47	11,23
24781206		3.69	16
24781165	13.92	5.05	13,18
24781156	10.25	4.26	9,15
24781152	15.09	-2.76	13,13
24781145	11.47	5.12	15,22
24781144		-4.54	7
24781128	13.45	-1.07	8,17
24781122	12.22	6.42	7,11
24781113		9.28	16
24781111	9.65	-4.18	12,7
24781061	9.34	-5.64	8,18
24781048	7.61	10.57	17,8
24781010	19.66	-0.12	9,6
24781009	14.79	-0.47	9,19
24780996	12.27	-0.44	15,23
24780994		-0.55	18
24780986	11.31	-1.87	6,5
24780984	6.15	-6.45	13,13
24780972		1.14	11
24780971	8.03	1.46	9,15
24780963	9.49	-4.82	14,2
24780945	9.31	-1.06	12,10
24780943		-3.64	8
24780941	16.61	4.63	13,10
24780932	13.02	-1.70	4,8
24780929		-0.65	19
24780926		4.87	9
24780917	16.74	-0.62	17,13
24780879	1.89	10.15	10,4
24780875	8.10	10.65	17,12
24780856	11.78	1.31	11,12
24780842	8.42	-7.55	8,12
24780799	14.32	0.09	18,15
24780797	14.00	7.39	8,5
24780784		6.96	3
24780783		4.21	8
24780782	9.88	3.06	17,23
24780778	12.13	-1.96	9,8
24780775	13.13	8.54	13,18
24780764	3.60	1.75	17,11
24780762	13.31	-0.23	15,6
24780760	14.51	-1.76	13,17
24780714	1.73	-3.13	5,7
24780709	12.55	5.55	13,7
24780700	14.85	5.56	20,7
24780699	15.32	-0.40	7,4
24780679	12.35	4.38	13,18
24780678	11.00	1.89	10,11
24780676	10.41	-1.79	9,9
24780646	13.44	5.66	8,12
24780619	10.91	0.45	10,11
24780596	7.78	1.98	15,13
24780594	9.57	0.55	8,10
24780577	10.34	-1.19	6,10
24780575	12.21	4.87	9,6
24780572	5.46	-3.78	20,12
24780543	11.28	-0.80	7,12
24780538		5.67	11
24780537	9.62	4.66	20,12
24780522		8.24	13
24780521		5.68	8
24780519	12.47	1.78	15,2
24780513	9.32	-2.89	9,23
24780502	13.89	8.21	10,11
24780500	7.73	-3.43	8,7
24780494	9.87	3.04	14,20
24780493	11.04	2.94	10,6
24780490	9.32	-1.74	13,7
24780485		7.83	6
24780484	12.45	8.52	12,2
24780482		6.56	14
24780463	3.91	-3.51	27,24
24780418		1.32	6
24780405	13.13	-0.97	10,12
24780395	7.23	-4.86	12,8
24780374	11.01	-0.85	20,5
24780373	8.37	-3.91	18,11
24780369		6.91	14
24780365	15.06	9.26	23,13
24780362		1.10	4
24780320	14.47	9.60	13,16
24780310		7.78	12
24780296	14.18	1.61	13,14
24780285	15.92	8.75	12,4
24780252	5.33	3.15	9,2
24780231	7.26	3.25	12,8
24780226	12.07	-2.13	4,3
24780223		-1.66	10
24780208	3.03	0.90	5,10
24780199	14.13	4.14	16,5
24780197	2.20	-3.02	24,9
24780187	16.18	-0.93	13,6
24780176	14.44	8.48	6,2
24780165	13.20	-0.11	13,14
24780140	4.19	0.48	14,7
24780136	6.89	-4.74	12,22
24780122	10.02	1.17	13,12
24780091	12.15	3.62	10,19
24780089	7.26	3.66	12,8
24780087	13.05	3.26	10,6
24780074	9.30	2.32	12,11
24780045	3.58	-2.85	13,6
24780011	9.15	3.07	18,9
24779989	11.62	1.40	9,8
24779874	9.31	3.67	9,13
24779696	9.44	-2.42	9,4
24779684	10.63	-4.89	13,3
24779682	11.63	-0.85	8,7
24779660	13.36	-6.72	16,15
24779641	9.72	2.56	4,13
24779632	7.31	-3.12	12,8
24779607	14.11	2.60	17,4
24779605	14.88	2.60	17,4
24779604	18.79	-0.60	13,10
24779594	8.17	-1.53	10,6
24779592	11.11	2.16	7,19
24779591	13.66	1.80	13,23
24779590	11.11	2.15	7,19
24779585	3.19	10.76	18,3
24779576	11.79	2.04	13,9
24779574	15.41	0.66	21,12
24779572	15.22	0.65	20,11
24779571	9.73	3.02	11,17
24779468	14.58	2.60	13,26
24779405		0.68	12
24779331		5.16	13
24779323	8.31	1.98	13,15
24779299	10.87	2.80	10,7
24779259		2.76	16
24779247		5.45	11
24779227	14.84	1.34	11,10
24779216	4.31	-1.00	12,15
24779210	4.57	9.46	12,10
24779207	3.96	2.68	10,6
24779197	7.82	-2.58	6,5
24779178	12.83	5.53	10,12
24779135	8.81	2.08	5,2
24779132		3.53	17
24779111	13.98	-3.40	13,9
24779110		8.86	13
24779107	4.28	-1.04	12,15
24779099	4.04	2.09	9,15
24779072	3.54	0.71	19,9
22414949	7.71	8.51	33,12
22414792	17.27	-0.20	8,3
22414226	19.73	-5.47	8,8
22414129	9.45	8.82	17,2
22413106	9.44	3.28	12,13
22411523	8.01	4.77	13,22
22411474	8.19	4.43	12,17
22409646	8.54	1.41	23,4
22407890	13.77	2.85	8,24
22403882		5.34	11
22403875	7.69	5.33	18,11
17517247	13.86	-4.89	13,10
17517232	8.23	4.77	12,21
17514788	13.82	-3.83	19,9
17514514		2.48	15
17510862	19.07	2.31	10,9
17510761	12.42	-1.90	9,9
17510543	12.42	-1.87	8,8
17510352		2.70	7
17509215		-1.67	3
17507702	8.61	-0.25	26,13
17507632	8.79	-0.25	22,13
17507336	9.57	-4.31	11,25
17507265	14.51	1.48	13,17
17507023	9.14	-0.25	22,13
17506121	9.87	4.27	10,7
17505808	5.17	-2.44	18,5
17505155	9.23	2.23	28,8
17504881	13.49	-1.06	20,20
17504608		2.48	15
17504571	15.18	6.73	14,8
17504266	4.73	-2.59	18,9
17503836	19.07	2.19	12,13
17503796	5.20	-2.77	15,2
17432269	8.00	1.77	12,22
17431627	19.17	-0.42	31,28
17416164	11.85	4.26	15,21
17416162		1.30	4
17415822	11.53	0.47	15,16
17415024	15.15	4.79	9,7
17414380		0.90	7
17412631	5.17	-2.38	6,16
17412241	19.28	4.15	5,5
17408578	13.74	8.57	15,2
17401924	9.43	-5.95	19,19
17387486	11.46	0.92	20,21
17385653	8.54	0.73	23,15
14746699	19.55	2.63	15,13
14746342	3.09	1.48	24,13
14745739	8.09	6.77	29,9
14745522	12.07	2.32	21,15
14745032	19.67	2.08	21,19
14745018	9.72	2.01	5,6
14745017	11.19	0.62	11,13
14744882	13.27	-3.59	12,14
14744755	6.61	-1.66	7,6
14744599	14.14	2.71	9,7
14744533	1.93	4.58	11,8
14744334		0.10	8
14743107	9.29	6.97	13,15
14743087		10.54	2
14742534	8.08	-7.67	19,11
14739135	4.71	3.71	21,10
14738605		-1.30	15
14738047	13.16	5.69	18,9
14735143	8.44	-0.49	11,13
14734140	13.59	5.69	18,9
14730199	9.50	-1.19	10,35
14726526		-3.51	13
14725302		-4.12	19
14724478	17.93	-0.38	15,15
14724440		-2.63	27
14721477	11.11	2.10	14,7
14719385	8.65	2.03	17,8
14719345	19.32	-6.11	11,12
14719304		9.80	13
11533045	15.54	7.51	8,26
11533026	14.95	7.96	8,3
11533021	9.70	7.78	44,29
11533016	14.28	9.43	29,8
11533014	14.06	9.63	17,5
11533000	9.26	7.80	21,2
11532976	3.89	0.76	10,6
11532952	9.26	7.80	21,2
11532858	0.30	9.48	20,21
8139979	13.50	9.79	3,8
8139953	9.70	-2.98	6,19
8139913	16.99	4.96	7,6
8139884	7.78	-2.98	4,19
8139878	7.68	-4.25	5,13
7976695	8.65	2.39	18,9
7974422	8.46	1.93	20,22
7971996	15.52	8.03	4,16
7971314	3.21	8.51	29,19
7968511		7.74	19
7968087		2.77	2
4262538		7.15	17
4262347	12.90	3.46	27,20
4255295		4.16	3
4254610		7.15	19
4249585	7.61	8.87	11,18
4249499	5.75	-1.14	10,12
4249294	15.67	6.80	14,10
4248618	17.45	4.39	17,16
4247507	2.04	-8.98	24,24
4247101	15.67	8.66	9,6
4245397	15.42	5.56	15,11
4242143	7.24	8.68	11,13
4241602	11.46	4.15	18,24
4241413	10.12	3.79	7,9
3717771		-0.60	5
3717110	19.55	2.65	14,12
3716597	19.18	-3.30	6,11
3715577	13.46	-0.17	18,20
859801	7.48	0.67	15,13
858991	8.70	4.37	19,9
857746	14.78	1.89	10,15
856749		-2.65	22
856108	8.71	7.22	24,15
855977	14.97	3.54	17,27
855969	13.96	8.05	25,12
855966	1.92	-0.68	10,5
855963		8.83	20
855939	3.23	7.43	28,25
855921	12.72	6.75	7,13
855909		8.67	10
855903		6.78	14
855898		9.56	12
855844	16.44	4.57	15,14
855839	14.11	3.13	5,10
855800	13.65	3.41	14,20
855781	3.36	0.59	14,20
855774	8.27	1.62	3,3
855769	13.61	3.35	9,3
855768	2.74	5.77	27,31
855743	14.62	3.41	9,7
855736		8.00	14
855727		7.24	11
855709	11.18	-3.60	8,11
855701	11.83	8.28	9,15
855656	6.24	2.63	7,4
855636		7.97	11
855587	13.60	-3.40	17,17
855562	12.52	7.03	26,13
855552		8.39	2
853185	12.90	3.46	26,19
847638	10.91	1.91	23,20
844877	8.05	4.00	7,26
85273675	7.67	8.65	8,24
85273666	16.56	6.97	14,20
85273638	14.48	5.45	15,3
85273628	4.03	1.39	14,29
85271829	11.08	0.62	18,23
85271828	13.18	-6.60	10,27
85271821	7.43	-6.67	13,15
85271817	10.26	-5.73	35,12
85271816	12.15	-0.28	5,16
85271815	10.16	-7.03	13,16
85271812	12.51	-0.32	21,29
85271808	10.46	-0.80	18,23
85271803	10.49	-0.55	16,9
85271796	11.58	2.06	5,11
85271794		5.69	18
85271784		3.59	8
85271781	12.70	-2.22	15,9
85271774	14.30	-0.82	11,18
85271771	12.39	-2.08	13,12
85271763	13.89	-4.52	12,25
85271756	15.13	-4.65	21,20
85271754	15.04	5.41	17,27
85271750	14.03	-2.43	13,8
85271743	14.89	5.41	15,25
85271739	9.66	-0.67	12,20
85271736	14.03	-3.92	6,5
85271735	13.22	-6.18	12,11
85271723	14.82	-1.00	19,21
85271721	9.60	2.84	16,7
85271719	15.09	-1.05	19,21
85271710	14.05	-1.67	8,10
85271709	4.04	1.73	33,10
85271708	13.33	0.13	15,22
85271704	16.69	-4.83	20,33
85271700	6.98	1.84	9,26
85271698	7.95	-4.61	9,2
85271697	12.62	3.54	23,5
85271693	10.66	-1.22	21,24
85271689	16.69	-4.83	13,26
85271686	18.71	1.98	13,16
85271678	18.44	3.43	14,20
85271674	10.39	-7.08	21,16
85271659		-0.46	23
85271656	16.69	-4.83	13,27
85271653	7.78	-4.63	11,14
85271651	14.93	0.86	8,19
85271649	8.30	1.67	8,11
85271645	16.83	-4.59	13,28
85271644	9.68	2.56	14,23
85271640	13.94	2.25	21,14
85271630	7.90	0.94	9,22
85271628	10.61	-5.01	12,22
85271627	11.48	-4.94	21,25
85271624	11.48	-4.94	20,24
85271621	12.94	-4.86	18,5
85271620	8.70	-0.13	7,9
85271618	9.66	-4.15	13,16
85271617		-6.79	24
85271614	8.81	-2.27	16,27
85271612	12.10	9.04	19,23
85271611	13.71	-4.11	14,9
85271607	7.88	-6.36	14,10
85271603	7.91	-6.06	15,11
85271602	4.03	1.90	32,12
85271601	7.44	-4.82	17,2
85271599	7.90	0.62	9,22
85271597	12.35	-3.91	21,20
85271591		3.99	9
85271586	9.77	-5.59	12,15
85271585	13.67	-1.05	17,23
85271580	13.62	2.89	20,2
85271578	10.78	-6.48	14,17
85271577	14.20	1.33	8,13
85271576	9.89	-0.96	17,24
85271575	12.66	-4.97	12,13
85271574	13.39	-4.83	10,2
85271573	9.92	-4.51	8,34
85271571	12.58	-4.14	8,27
85271568	11.65	-4.87	9,2
85271565	12.70	-2.91	14,16
85271564	10.00	5.27	15,5
85271559	11.61	-4.06	10,19
85271556	15.18	3.91	18,5
85271553	10.79	-3.82	28,19
85271542	9.84	-4.24	17,20
85271539	10.79	-3.97	13,16
85271538	13.90	-3.93	11,10
85271535	10.25	-4.11	19,8
85271533	18.40	-0.65	14,24
85271532	12.27	-1.15	12,30
85271525	8.52	-2.88	21,27
85271521	13.04	-4.62	13,23
85271520	11.39	-5.94	13,16
85271518	1.42	-4.43	13,16
85271515	11.29	-3.97	15,9
85271506	9.91	3.86	28,9
85271504	6.90	-4.88	9,2
85271503	14.05	1.02	16,23
85271501	11.15	-4.86	9,20
85271497	7.39	3.31	15,8
85271496	11.11	3.54	16,5
85271494	10.02	-3.24	11,13
85271491	10.22	2.51	31,18
85271490	16.69	-4.83	13,26
85271488	11.56	-3.09	23,22
85271485	10.15	-2.85	11,17
85271484	8.61	-1.27	13,8
85271482	9.68	-3.82	19,18
85271475	12.02	0.54	15,7
85271474	9.34	-1.28	13,19
85271464	10.69	-7.65	25,11
85271462	9.09	-0.78	19,12
85271460	14.11	-4.72	21,2
85271454	10.75	-1.11	12,11
85271442	11.09	-2.46	12,26
85271435	9.23	1.88	12,20
85271433	9.67	5.37	10,12
85271431	9.58	-0.86	10,17
85271430	10.73	-6.95	23,10
85271423	14.72	-5.95	15,14
85271421	13.62	-6.89	4,11
85271406	9.71	-4.29	24,24
85271401	12.42	-3.64	18,11
85271398	13.68	1.41	8,23
85271397	7.35	-4.60	19,3
85271396	9.27	-3.10	4,25
85271392	11.51	1.56	12,9
85271386	10.37	-5.34	16,15
85271382	9.52	5.02	12,31
85271380		-2.61	12
85271378	12.85	-4.32	11,9
85271375	9.44	-4.30	17,20
85271372	13.47	-4.29	32,34
85271370	12.68	-1.85	16,12
85271369	12.86	5.62	7,3
85271367	13.47	-4.18	29,31
85271363	13.68	-1.18	14,9
85271361	10.27	3.99	27,9
85271360	15.04	-5.07	15,23
85271358		-2.07	13
85271351	13.85	3.99	17,9
85271343	9.20	-4.40	30,36
85271341	14.13		19
85271340	9.03	-0.19	11,7
85271337	10.67	2.05	15,8
85271334	9.08	-4.30	16,19
85271333	13.89	-1.33	18,20
85271332	7.70	-4.63	11,9
85271331	11.95	7.57	19,23
85271325	-1.23	-2.21	20,22
85271322	12.69	2.05	11,15
85271319	13.09	-6.64	7,13
85271316	9.24	-1.29	8,21
85271310	11.21	-6.64	16,11
85271308	12.38	-4.88	8,12
85271304	9.05	-6.84	25,15
85271296	10.51	-7.14	7,9
85271292	12.86	-1.33	14,23
85271291	7.12	-6.44	11,18
85271283	10.96	-4.07	5,28
85271282	11.45	-2.90	21,30
85271281	13.01	-1.85	14,13
85271276	9.92	-4.57	10,2
85271275	7.26	-4.87	15,2
85271271	11.46	-4.99	18,2
85271270	12.88	-7.22	25,18
85271269	14.92	-1.51	19,17
85271261	9.90	-4.86	10,2
85271260	15.19	6.21	24,11
85271257	10.12	-7.09	23,10
85271256	14.53	-4.62	9,22
85271255	15.05	-4.82	17,9
85271252	13.71	1.41	18,6
85271245	9.85	-7.49	15,17
85271242	9.51	-4.32	10,8
85271238	11.82	2.99	11,3
85271234	8.45	-4.04	15,18
85271225	11.44	-1.23	13,8
85271222	10.83	1.15	10,21
85271216	11.38	4.97	26,33
85271213	14.51	1.56	9,16
85271209	5.94	0.38	23,28
85271207	11.57	-3.97	21,35
85271206	12.95	-4.38	5,14
85271203	7.97	-4.34	9,21
85271202	10.19	-2.26	10,17
85271201	7.82	-3.51	25,34
85271200	12.65	-2.05	12,11
85271196	11.52	-3.86	11,10
85271192	7.82	-3.61	9,19
85271190	7.41	-4.50	28,19
85271189	11.17	1.97	12,3
85271188	19.47	-4.88	12,17
85271183	10.95	-4.02	11,27
85271182	11.40	-3.04	11,4
85271180	10.58	-3.82	8,10
85271178	8.56	0.78	25,12
85271175	13.05	1.61	11,27
85271169	10.75	2.96	11,29
85271168	13.53	-6.58	17,11
85271164	12.76	5.21	22,26
85271162	7.81	6.11	28,14
85271159	9.27	0.04	7,3
85271158	8.38	-4.48	7,19
85271157	10.22	-1.06	21,9
85271152	10.25	-4.11	19,8
85271151	10.44	0.08	13,15
85271149	6.88	-3.64	9,19
85271148	7.82	-3.55	9,19
85271144	12.08	-3.22	8,19
85271140	9.89	-0.39	23,26
85271135	9.05	-6.58	27,13
85271134	7.89	0.94	9,22
85271133	11.46	-4.84	17,8
85271129	11.20	1.01	15,26
85271127	10.36	-4.40	11,34
85271123	15.62	1.58	13,21
85271122	10.14	-4.84	20,18
85271109	5.37	-6.99	9,14
85271108	11.48	-6.14	8,13
85271101	12.27	-3.63	11,10
85271100	13.19	-7.08	11,17
85271090	10.59	1.04	13,24
85271080		-7.26	21
85271068	12.02	-0.52	19,30
85271067	12.79	-6.81	17,12
85271064	18.40	-4.14	14,30
85271063	14.59	-4.80	11,32
85271061	12.58	-4.14	8,28
85271060	13.39	-4.84	10,2
85271057	18.47	-4.83	15,5
85271056	11.64	-2.93	10,20
85271050	8.16	-4.14	12,25
85271049	8.56	7.20	27,13
85271047	13.24	-2.54	19,26
85271040	13.39	-4.14	9,28
85271035	15.11	-4.81	11,26
85271032	2.23	-7.67	34,14
85271030	13.30	-2.54	19,26
85271023	11.05	-2.93	14,6
85271021	13.71	-3.22	9,20
85271017	16.69	-5.02	13,32
85271015	14.25	1.00	15,24
85271011	13.05	-4.38	25,34
85271009	14.43	-5.95	16,15
85271003	14.80	-4.57	19,2
85271001	10.01	-2.86	21,27
85270997	11.98	2.11	20,17
85270988	14.95	-4.81	17,2
85270986	15.12	-4.79	17,2
85270984	11.41	-3.53	17,16
85270973	13.25	1.06	7,11
85270972	7.82	-6.66	14,10
85270966	13.77	-1.85	18,20
85270958	13.62	-6.54	23,14
85270946	13.02	-1.36	12,23
85270938	7.53	-4.50	28,19
85270936	9.33	2.62	19,17
85270934	13.32	-1.82	16,18
85270926	13.30	-2.54	18,25
85270925	13.39	-2.93	10,20
85270924	12.81	-4.63	8,21
85270920	10.08	1.93	26,11
85270918	13.20	-4.14	8,29
85270915	12.27	-3.96	19,32
85270913	11.65	-2.93	14,6
85270909	13.10	-4.04	23,14
85270900	11.32	-4.63	13,22
85270898	18.45	1.58	20,28
85270897	12.87	-7.08	15,8
85270893	14.98	-4.80	17,2
85270889	13.30	-2.54	21,28
85270883	10.41	-0.49	12,11
85270879	13.78	-4.53	8,30
85270855	13.68	1.41	8,21
85270852		-2.62	12
85270850	11.39	4.97	8,15
85270849	7.49	-6.61	11,13
85270847	12.56	-1.36	13,9
85270843	12.38	-3.48	13,27
85270836	9.36	-4.33	15,18
85270835	12.45	-3.79	13,12
85270834	13.63	-1.29	8,21
85270830	14.45	-1.95	18,20
85270820	9.82	-2.98	16,18
85270817	8.69	-0.46	7,9
85270815	12.81	-3.33	28,30
85270811	13.33	-1.01	18,9
85270809	11.62	-4.05	9,18
85270808	9.67	3.61	27,14
85270803	8.71	-0.07	8,4
85270799	12.43	6.36	10,29
85270797	12.28	-4.02	22,21
85270795	11.04	-3.10	9,22
85270793	10.60	-4.64	13,16
85270788		-2.60	26
85270786	8.50	-1.07	21,19
85270782	9.18	-0.41	24,26
85270779	13.01	5.75	29,7
85270771	12.98	5.68	6,32
85270770	15.71	1.04	11,18
85270769	17.13	3.79	25,9
85270765	13.56	-6.24	14,13
85270762	10.43	-3.05	17,28
85270761	12.70	-0.32	6,14
85270756		-0.57	21
85270753	12.11	0.98	5,27
85270752	14.52	-2.56	14,13
85270749	13.98	-4.42	13,8
85270747	12.39	-0.24	25,33
85270744	9.89	-1.21	15,22
85270743	5.55	-5.66	17,13
85270742	10.84	0.51	7,4
85270741	12.87	-4.58	19,2
85270740	18.45	3.43	15,7
85270738	18.78	1.17	12,23
85270737	13.48	-3.80	18,15
85270730	8.34	-1.24	14,16
85270728	11.46	-5.11	15,25
85270727	13.71	-6.87	11,14
85270722	12.41	-4.32	16,5
85270719	10.92	-0.86	11,8
85270717	9.01	1.59	8,10
85270716	13.17	1.92	6,15
85270711	9.33	-0.42	24,11
85270710	13.13	-4.87	10,2
85270709	8.57	2.15	29,8
85270708	13.55	-4.82	10,2
85270703	10.49	1.07	14,13
85270701	9.20	-4.55	10,34
85270700	10.17	-0.19	12,15
85270698	13.60	-4.44	13,12
85270695	13.46	-1.50	22,24
85270693	12.88	0.62	15,8
85270692		-2.94	23
85270689	12.38	-4.07	8,32
85270688	13.66	-1.28	13,8
85270680	11.16	1.33	25,13
85270676	10.26	2.98	29,6
85270675	12.05	-2.11	11,10
85270674	9.41	-0.00	20,7
85270672		5.26	24
85270670	13.78	-4.32	8,15
85270668	12.87	3.69	8,18
85270664	13.20	1.31	16,9
85270662	12.40	-1.69	21,15
85270661	10.89	-0.68	7,5
85270656	12.88	1.64	16,8
85270655		-4.16	22
85270654	13.61	-4.86	8,17
85270649	13.25	-1.01	9,23
85270644	18.37	-3.70	15,30
85270639	11.69	-7.14	9,15
85270637	8.92	-4.30	12,10
85270636	10.08	0.62	25,8
85270635	13.67	-4.65	20,26
85270633	14.11	-0.84	18,17
85270632	11.36	-4.01	9,31
85270630	12.52	0.55	11,20
85270621	9.42	-4.48	9,32
85270619	12.15	-6.96	17,8
85270617		-2.42	20
85270616	13.10	0.61	6,20
85270615	12.03	-4.04	9,24
85270614	9.68	2.56	10,9
85270612	16.88	-6.72	25,16
85270611	11.94	6.58	14,10
85270610	13.71	2.00	14,22
85270608	11.14	-4.38	13,16
85270606	15.09	-0.78	11,13
85270604		-2.25	19
85270603	9.89	-1.21	19,26
85270601	12.39	-1.08	5,14
85270600	9.41	-1.99	22,11
85270595	9.42	1.31	9,18
85270589	8.62	5.17	17,20
85270588	11.80	0.94	4,3
85270586	14.46	-1.27	12,14
85270584	15.04	1.19	9,15
85270583		0.73	11
85270572	13.41	-1.36	11,26
85270571	14.58	-4.84	12,8
85270569	13.10	-1.63	12,14
85270568	9.59	1.31	13,24
85270567	13.71	-3.97	14,9
85270565	12.45	-5.01	15,26
85270563	10.17	1.64	17,11
85270562	8.34	-1.28	14,16
85270561	8.23	3.89	16,23
85270556	12.85	6.96	18,22
85270554	11.28	-0.44	16,23
85270551	12.35	-4.07	12,25
85270548		5.27	15
85270547	12.85	6.15	18,22
85270543		-1.35	17
85270540	13.33	-1.13	18,9
85270531	13.69	0.93	6,19
85270529	10.08	-2.73	10,24
85270528	9.93	-0.50	25,26
85270524	12.87	2.42	24,7
85270520	10.98	-2.24	25,26
85270517	13.00	-4.87	8,16
85270513	13.51	5.68	9,32
85270509	9.69	-4.05	17,12
85270507	14.08	3.73	19,10
85270506	12.41	1.99	21,6
85270505		2.90	2
85270504	12.05	2.98	19,6
85270500	9.68	3.23	12,4
85270493	16.69	-4.83	13,27
85270492	11.50	-7.55	24,26
85270487	12.57	-1.22	13,21
85270486	7.00	-1.07	27,24
85270480	16.56	-4.57	21,3
85270478	8.65	2.03	8,10
85270477	10.50	-3.10	18,29
85270475	10.40	4.37	11,14
85270473	10.40	6.63	11,20
85270471	10.06	1.33	25,13
85270470	10.36	-4.59	23,21
85270465	11.53	1.58	6,16
85270464	11.95	-7.02	19,12
85270463	12.09	-3.88	13,15
85270457	13.25	-0.82	9,23
85270448	9.41	-0.52	17,15
85270447	10.72	-4.92	13,26
85270443	13.47	4.04	7,18
85270441	10.45	-6.48	13,16
85270440	9.65	2.45	13,5
85270437	11.51	-3.54	12,30
85270428	9.89	-4.86	12,20
85270426	12.81	4.99	9,10
85270423	10.41	-2.14	15,9
85270417	11.84	-0.02	9,16
85270416	8.35	1.71	10,13
85270415	11.11	1.61	14,5
85270413	12.11	4.11	5,10
85270408	8.34	-0.58	14,26
85270403	13.53	-4.42	4,3
85270402	13.72	-5.48	17,8
85270401	9.71	-4.29	23,23
85270400	18.43	4.46	13,25
85270399	18.45	3.43	15,7
85270397	9.89	-1.21	15,22
85270396	10.36	-4.96	20,22
85270387		1.28	25
85270385	11.83	2.55	15,24
85270383	8.32	1.72	9,12
85270382	12.78	2.00	9,17
85270381	9.85	3.01	30,22
85270369	8.36	0.74	27,23
85270362	9.78	-0.15	15,5
85270360	9.82	-6.91	2,13
85270359	13.22	-4.25	17,3
85270356	12.31	-6.57	7,17
85270354	4.77	-0.57	23,20
85270350	12.31	-6.62	7,17
85270349	8.86	-2.44	19,8
85270334	13.23	1.70	6,18
85270330	13.29	-1.36	17,26
85270320	11.57	-3.67	9,8
85270316	13.01	-1.85	14,13
85270312	4.03	1.30	31,8
85270311	11.78	-2.25	22,28
85270310	12.47	-1.36	9,22
85270309	10.20	-0.13	13,15
85270305	4.04	1.73	34,11
85270300	11.28	-0.44	17,24
85270298	11.89	-0.44	7,14
85270294	10.64	-2.97	13,9
85270288	12.42	-4.05	9,18
85270285	13.78	-1.46	10,18
85270284	10.02	-3.19	16,18
85270282	10.09	-4.27	8,8
85270280	8.70	-3.35	16,5
85270275	14.05	1.32	15,22
85270273	7.64	-0.99	10,22
85270261	9.48	-4.31	25,25
85270260		-4.87	19
85270256	13.22	-4.82	10,2
85270252	13.29	-6.79	8,14
85270246	11.24	-3.92	9,36
85270244	11.58	-7.04	13,19
85270231	11.63	-0.70	4,3
85270226	11.08	0.62	8,5
85270207	10.68	-1.38	11,13
85270206	9.50	4.38	9,10
85270196	12.16	-1.36	15,28
85270195	10.23	5.05	14,9
85270194	10.72	3.68	14,24
85270180	12.82	6.43	12,14
85270177	13.07	2.00	15,8
85270172	12.04	-0.12	19,5
85270166	9.93	-7.13	13,8
85270156	7.06	-4.56	7,19
85270154	9.19	1.59	13,9
85270151	10.43	-1.19	16,18
85270146	9.89	-0.28	14,5
85270144	13.21	-1.37	11,22
85270137	7.72	0.00	22,21
85270133	12.56	-1.60	13,9
85270126	13.78	-2.14	8,21
85270106	15.57	-7.02	12,15
85270104	9.71	-0.78	25,5
85270098	13.36	3.69	15,6
85270097	9.87	-1.21	13,20
85270081	10.68	-4.86	15,4
85270080		-0.55	15
85270076	10.17	-0.19	11,14
85270068	10.06	-6.71	17,20
85270058	15.32	1.59	13,16
85270054		-0.59	16
85270051		2.62	8
85270047	10.34	-0.18	11,14
85270039	10.43	-1.14	5,7
85270037	10.45	1.15	11,22
85270030	11.46	3.40	16,2
85270029	11.23	-7.07	24,15
85270025	11.16	-1.48	5,15
85270022	12.90	0.53	15,7
85270019	10.42	6.27	14,2
85270010	18.47	-5.78	14,16
85269996	11.21	-6.90	11,17
85269994	14.06	5.15	14,21
85269989	10.08	-3.66	34,23
85269987	6.40	0.41	31,22
85269982	10.50	-6.92	17,12
85269981		3.92	25
85269977	9.80	0.59	10,19
85269976	11.99	-3.22	8,19
85269967	7.88	4.37	9,26
85269966	11.70	-4.66	10,19
85269965	13.24	-2.23	11,22
85269962	12.35	-1.48	12,9
85269960	11.11	0.73	7,17
85269953	9.34	-1.27	13,8
85269949	12.29	-4.89	10,11
85269943	13.38	-1.36	13,25
85269933	14.71	-1.20	16,18
85269932	9.43	-4.63	12,8
85269930	8.90	-2.76	5,8
85269928	9.29	-2.09	13,19
85269923	8.72	-4.75	12,15
85269919	10.26	2.30	26,22
85269917	13.69	-6.72	15,10
85269916	12.82	-7.15	8,14
85269906	13.29	-1.36	15,24
85269904	12.11	-6.98	16,13
85269899	9.65	2.41	25,17
85269887	11.19	0.47	17,23
85269886	14.47	-6.14	5,4
85269883	18.40	1.36	8,8
85269877	9.71	-2.91	24,30
85269874	11.57	4.26	19,25
85269873	12.32	-5.04	14,10
85269867	13.10	4.19	9,25
