INDEX,SMILES,ID,STATE_50,VAL,logD,MW,XLOGP,CLOGP,TPSA,HBD,HBA,LOGP_COLOR,MW_COLOR,LOGD_COLOR
311,CN1CCN(CC1)C2=Nc3cc(ccc3Nc4c2cccc4)Cl,2261,basic,0.0,2.89,326.823,3.336,3.4,30.87,1,1,yellow,green,yellow
312,Cc1[nH]c-2c(n1)CCN(c3c2cccc3)C(=O)c4ccc(cc4)NC(=O)c5ccccc5c6ccccc6,581850,neutral,0.03,5.25,498.574,5.503,5.31,78.09,2,3,red,yellow,red
313,c1cc(ccc1N)S(=O)(=O)c2ccc(cc2)N,126356,neutral,0.05,1.27,248.301,1.125,1.27,86.18,2,2,green,green,green
314,CN1c2ccc(cc2C(=NCC1=O)c3ccccc3)Cl,721,neutral,0.0,3.08,284.74,2.662,3.08,32.67,0,2,yellow,green,yellow
315,c1ccc(c(c1)CC(=O)O)Nc2c(cccc2Cl)Cl,29890,acidic,0.035,1.1,296.149,3.998,4.26,49.33,1,2,yellow,green,green
316,c1ccc2c(c1)[nH]c(=O)n2CCCN3CCC(CC3)n4c5ccc(cc5[nH]c4=O)Cl,364745,neutral,0.038,2.75,425.911,3.982,2.9,78.82,2,2,green,yellow,yellow
317,CCOc1ccc(cc1OCC)/C=C\2/c3cc(c(cc3CCN2)OCC)OCC,565387,neutral,0.0,3.89,397.507,4.963,4.19,48.95,1,4,yellow,green,yellow
318,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)NC(C)(C)C)CC=C4[C@@]3(CCC(=C4)C(=O)O)C,225763,acidic,0.0,1.44,399.566,4.146,4.18,66.4,1,3,yellow,green,green
319,C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)(O)O)OC(=O)N(CCCl)CCCl,581858,acidic,0.0,1.97,520.383,3.801,4.98,96.3,2,6,yellow,red,green
320,CCOC(=O)C1=C(NC(=C(C1c2cccc(c2Cl)Cl)C(=O)OC)C)C,405365,neutral,0.0,3.44,384.254,4.146,3.44,64.63,1,4,yellow,green,yellow
321,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)NC(C)(C)C)CC[C@@H]4[C@@]3(C=CC(=O)N4)C,33679,neutral,0.024,3.07,372.544,2.355,3.07,58.2,2,2,yellow,green,yellow
322,CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)F,635,neutral,0.032,1.39,303.288,1.166,0.33,64.43,0,4,green,green,green
323,CC(C)n1c2ccccc2c(c1/C=C/[C@H](C[C@H](CC(=O)O)O)O)c3ccc(cc3)F,140116,acidic,0.0,1.06,411.466,3.885,3.83,82.69,2,4,yellow,yellow,green
324,CCC1=C(CN(C1=O)C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)N[C@H]3CC[C@@H](CC3)C)C,405366,acidic,0.002,2.18,490.616,3.465,3.12,124.68,3,5,yellow,yellow,yellow
325,Cc1cnc(cn1)C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)NC3CCCCC3,139286,acidic,0.028,0.49,445.535,2.172,1.43,130.15,3,6,green,yellow,green
326,COc1ccc(cc1C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)NC3CCCCC3)Cl,5582,acidic,0.0,2.85,494.004,4.24,3.79,113.6,3,5,yellow,yellow,yellow
327,CC(C)Cc1ccc(cc1)C(C)C(=O)O,11674,acidic,0.0082,1.34,206.281,3.501,3.84,37.3,0,2,yellow,green,green
328,c1ccc2c(c1)OCC(O2)C3=NCCN3,6784,basic,0.0,-0.45,204.225,0.298,0.77,42.85,1,3,green,green,green
329,Cc1cc(no1)NC(=O)C2=C(c3ccccc3S(=O)(=O)N2C)O,78364,acidic,0.0014,-1.85,335.335,1.707,0.77,112.74,2,6,green,green,green
330,CCC(C)n1c(=O)n(cn1)c2ccc(cc2)N3CCN(CC3)c4ccc(cc4)OC[C@H]5CO[C@](O5)(Cn6cncn6)c7ccc(cc7Cl)Cl,27986,neutral,0.0,7.31,705.633,6.243,7.31,104.18,0,7,red,red,red
331,c1cc(c(c(c1)Cl)Cl)c2c(nc(nn2)N)N,38727,neutral,0.042,1.91,256.091,2.342,1.93,90.71,2,3,green,green,green
332,Cc1c(ccnc1C[S+](c2[nH]c3ccccc3n2)[O-])OCC(F)(F)F,5975,neutral,0.044,3.03,369.361,2.985,3.03,73.86,1,4,yellow,green,yellow
333,c1cc(ccc1C#N)C(c2ccc(cc2)C#N)n3cncn3,374548,neutral,0.02,2.94,285.303,2.852,2.94,78.29,0,4,green,green,yellow
334,c1ccc(c(c1)C2=NC(C(=O)Nc3c2cc(cc3)Cl)O)Cl,16959,neutral,0.01,3.53,321.158,2.926,3.53,61.69,2,3,yellow,green,yellow
335,CN1c2ccc(cc2C(=NC(C1=O)O)c3ccccc3Cl)Cl,27028,neutral,0.0,3.39,335.185,2.807,3.39,52.9,1,3,yellow,green,yellow
336,CCCCCN(CCCOC)C(=O)C(CCC(=O)O)NC(=O)c1ccc(c(c1)Cl)Cl,343064,acidic,0.022,0.24,461.379,3.265,3.37,95.94,1,5,yellow,yellow,green
337,Cc1cnc(s1)NC(=O)C2=C(c3ccccc3S(=O)(=O)N2C)O,20496,acidic,0.0003,-0.98,351.401,2.852,1.6,99.6,2,5,green,green,green
338,Cc1ncc2n1-c3ccc(cc3C(=NC2)c4ccccc4F)Cl,27611,neutral,0.0,3.92,325.767,3.27,3.33,30.18,0,2,yellow,green,yellow
339,CC(C)(c1ccccc1CC[C@H](c2cccc(c2)/C=C/c3ccc4ccc(cc4n3)Cl)SCC5(CC5)CC(=O)O)O,47447,acidic,0.0014,5.8,586.183,9.045,8.49,70.42,1,4,red,red,red
340,Cc1ccnc2c1NC(=O)c3cccnc3N2C4CC4,4345,neutral,0.0069,2.49,266.298,1.982,1.84,58.12,1,3,green,green,yellow
341,CC1=C(C(C(=C(N1)C)C(=O)OC)c2ccccc2[N+](=O)[O-])C(=O)OC,419596,neutral,0.0,1.82,346.335,2.851,1.82,107.77,1,6,green,green,green
342,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)c2cccc(c2)[N+](=O)[O-])C(=O)OCCOC,365248,neutral,0.0,2.54,418.44,3.746,2.54,117.0,1,7,green,yellow,yellow
343,CC1=C(C(C(=C(N1)C)C(=O)OCC(C)C)c2ccccc2[N+](=O)[O-])C(=O)OC,554892,neutral,0.0,3.06,388.414,3.826,3.06,107.77,1,6,yellow,green,yellow
344,c1ccc(cc1)C2=NCC(=O)Nc3c2cc(cc3)[N+](=O)[O-],11745,neutral,0.0086,2.55,281.266,2.541,2.55,84.6,1,4,green,green,yellow
345,COc1ccnc(c1OC)C[S+](c2[nH]c3ccc(cc3n2)OC(F)F)[O-],419598,neutral,0.0,2.17,383.37,3.254,2.18,92.32,1,6,green,green,yellow
346,COc1ccc(cc1OC)Cc2c3cc(c(cc3ccn2)OC)OC,21716,neutral,0.0,3.06,339.385,3.278,3.08,49.81,0,5,yellow,green,yellow
347,C[C@H](/C=C/[C@H](C)C(C)(C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C3C[C@H](C[C@@H](C3)O)O)C,674573,neutral,0.0,4.26,416.636,5.741,4.26,60.69,3,3,yellow,yellow,red
348,CCC1(C(=O)NC(=O)NC1=O)c2ccccc2,2217,neutral,0.0151,1.33,232.235,1.143,1.41,75.27,2,3,green,green,green
349,c1ccc(cc1)C2(C(=O)NC(=O)N2)c3ccccc3,921,neutral,0.0074,2.14,252.268,1.813,2.15,58.2,2,2,green,green,yellow
350,C[C@]12CC(=O)[C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C,27229,neutral,0.05,1.66,358.428,0.571,1.66,91.67,2,5,green,green,green
351,CCCN(CCC)S(=O)(=O)c1ccc(cc1)C(=O)O,77474,acidic,0.03,-0.92,285.359,2.703,2.44,74.68,0,4,green,green,green
352,c1ccc(cc1)C(CCN2CCCC2)(C3CCCCC3)O,139241,basic,0.043,1.75,287.44,4.134,3.79,23.47,1,1,yellow,green,green
353,CCCc1cc(=O)[nH]c(=S)[nH]1,421208,neutral,0.0397,1.12,170.232,-0.136,1.2,48.65,2,1,green,green,green
354,Cc1c(ccnc1C[S+](c2[nH]c3ccccc3n2)[O-])OCCCOC,222203,neutral,0.0,2.09,359.443,2.307,2.09,83.09,1,5,green,green,yellow
355,CCOc1ccccc1OC(c2ccccc2)C3CNCCO3,14263,basic,0.041,2.65,313.391,3.169,3.28,39.72,1,3,yellow,green,yellow
356,CC(C)c1nc(cs1)CN(C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2ccccc2)C[C@@H]([C@H](Cc3ccccc3)NC(=O)OCc4cncs4)O,88100,neutral,0.042,5.22,720.944,6.732,5.22,145.78,4,7,red,red,red
357,Cn1c2ccccc2c(c(c1=O)C(=O)N(C)c3ccccc3)O,8816,acidic,0.0008,0.22,308.331,1.53,1.59,62.54,1,3,green,green,green
358,CN(CCOc1ccc(cc1)CC2C(=O)NC(=O)S2)c3ccccn3,20027,acidic,0.0,2.21,357.427,2.814,2.0,71.53,1,4,green,green,yellow
359,CCCc1c2c(c(=O)[nH]c(n2)c3cc(ccc3OCC)S(=O)(=O)N4CCN(CC4)C)n(n1)C,410802,neutral,0.0,1.33,474.576,1.933,1.35,113.42,1,6,green,yellow,green
360,CC(c1ccc(cc1)C(=O)c2cccs2)C(=O)O,93117,acidic,0.0357,0.37,260.308,2.989,3.53,54.37,0,3,yellow,green,green
361,Cc1ccc(cc1NC(=O)c2cccc(c2)NC(=O)Nc3cccc(c3)C(=O)Nc4cc(ccc4C)C(=O)Nc5ccc(c6c5c(cc(c6)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O)C(=O)Nc7ccc(c8c7c(cc(c8)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O,29061,acidic,0.0046,-8.68,1297.28,5.06,4.28,483.75,12,23,yellow,red,green
362,C[C@@H]1C[C@@H]([C@@H]2[C@H](C[C@H]([C@@](O2)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@@H]([C@@H]([C@H](CC(=O)[C@@H](/C=C(/C1)\C)CC=C)O)C)/C(=C/[C@@H]4CC[C@H]([C@@H](C4)OC)O)/C)O)C)OC)OC,924,neutral,0.01,5.59,804.018,4.205,5.59,178.36,3,12,red,red,red
363,CN1C(=C(c2c(ccs2)S1(=O)=O)O)C(=O)Nc3ccccn3,112102,acidic,0.0003,-1.91,337.374,1.501,-0.52,99.6,2,5,green,green,green
364,CCO[C@@H](Cc1ccc(cc1)OCCc2ccc(cc2)OS(=O)(=O)C)C(=O)O,33827,acidic,0.007,-0.15,408.465,3.193,3.14,99.13,0,7,yellow,yellow,green
365,Cc1ccsc1C(=CCCN2CCC[C@H](C2)C(=O)O)c3c(ccs3)C,122170,zwitterionic,0.032,2.6,375.548,4.634,2.47,40.54,0,2,green,green,yellow
366,CCCCNC(=O)NS(=O)(=O)c1ccc(cc1)C,46726,acidic,0.0002,1.36,270.348,2.106,2.3,75.27,2,3,green,green,green
367,Cc1ccc(c(c1)[C@H](CCN(C(C)C)C(C)C)c2ccccc2)O,321964,basic,0.0,2.76,325.488,5.114,5.1,23.47,1,1,red,green,yellow
368,c1ccn2c(c1)nn(c2=O)CCCN3CCN(CC3)c4cccc(c4)Cl,26401,neutral,0.0018,2.96,371.864,3.606,3.13,45.78,0,2,yellow,green,yellow
369,CCCC(CCC)C(=O)O,15217,acidic,0.0029,0.56,144.211,2.244,2.8,37.3,0,2,green,green,green
370,CCCc1nc(c2n1[nH]c(nc2=O)c3cc(ccc3OCC)S(=O)(=O)N4CCN(CC4)CC)C,421326,neutral,0.0,1.31,488.603,3.201,1.32,112.9,1,6,green,yellow,green
371,CC(=O)CC(c1ccccc1)c2c(c3ccccc3oc2=O)O,394165,acidic,0.0011,0.94,308.328,3.534,2.74,67.51,1,4,green,green,green
372,CCN(c1cccc(c1)c2ccnc3n2ncc3C#N)C(=O)C,421332,neutral,0.0,1.53,305.334,2.792,1.53,74.29,0,4,green,green,green
373,Cc1ccc(cc1)c2c(n3cc(ccc3n2)C)CC(=O)N(C)C,80965,neutral,0.043,3.01,307.39,3.414,3.02,37.61,0,2,yellow,green,yellow
374,Cc1nnc2n1-c3ccc(cc3C(=NC2)c4ccccc4)Cl,27648,neutral,0.1,3.02,308.765,2.513,2.37,43.07,0,3,green,green,yellow
375,CN(C)CCC=C1c2ccccc2CCc3c1cccc3,27072,basic,0.1,2.48,277.403,4.874,4.81,3.24,0,0,yellow,green,yellow
376,CCCCN1CCCCC1C(=O)Nc2c(cccc2C)C,150882,basic,0.1,3.82,288.428,3.425,3.22,32.34,1,1,yellow,green,yellow
377,COc1ccccc1OCCNCC(COc2cccc3c2c4ccccc4[nH]3)O,36662,basic,0.1,2.07,406.474,3.757,3.42,75.74,3,4,yellow,yellow,yellow
378,CN1[C@@H](CCC1=O)c2cccnc2,581857,neutral,0.1,0.21,176.215,0.23,0.21,33.2,0,2,green,green,green
379,C1CNP(=O)(OC1)N(CCCl)CCCl,8417,neutral,0.1,0.1,261.086,0.972,0.1,41.57,1,2,green,green,green
380,CC[C@H]1C(=O)N(CC(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1)[C@@H]([C@H](C)C/C=C/C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,72873,neutral,0.1,3.64,1202.611,4.719,3.64,278.8,5,12,yellow,red,yellow
381,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C,365281,neutral,0.1,1.68,392.461,0.978,1.68,94.83,3,5,green,green,green
382,CC1=NS(=O)(=O)c2cc(ccc2N1)Cl,364859,acidic,0.1,1.0,230.671,2.181,1.0,58.53,1,3,green,green,green
383,c1cc(ccc1C(=O)CCCN2CCC(CC2)(c3ccc(cc3)Cl)O)F,3859,basic,0.1,2.93,375.864,3.9,3.66,40.54,1,2,yellow,green,yellow
384,C1[C@@H]([C@@H]2[C@H](O1)[C@@H](CO2)O[N+](=O)[O-])O,263453,neutral,0.1,-0.71,191.139,0.143,-0.48,91.06,1,6,green,green,green
385,c1ccc2c(c1)c(=O)n(c(=O)[nH]2)CCN3CCC(CC3)C(=O)c4ccc(cc4)F,3683,neutral,0.1,3.36,395.427,2.485,3.61,75.17,1,3,yellow,green,yellow
386,CN(C)c1ccc(c2c1C[C@H]3C[C@H]4[C@@H](C(=C(C(=O)[C@]4(C(=C3C2=O)O)O)C(=O)N)O)N(C)C)O,371561,acidic,0.1,-2.61,457.476,0.575,-3.48,164.63,5,7,green,yellow,green
387,c1cc(ccc1C(=O)NCCN2CCOCC2)Cl,139099,neutral,0.1,1.43,268.739,1.698,1.45,41.57,1,2,green,green,green
388,CC([C@H]1CC[C@@H](CC1)C(=O)N[C@@H](C(=O)O)Cc2ccccc2)C,46727,acidic,0.1,0.87,317.423,3.283,4.03,66.4,1,3,yellow,green,green
389,CC1=C(C(C(=C(N1)C)C(=O)OCCN(C)Cc2ccccc2)c3cccc(c3)[N+](=O)[O-])C(=O)OC,407549,basic,0.1,2.71,479.525,4.703,3.56,111.01,1,6,yellow,yellow,yellow
390,Cc1cnc(c(c1OC)C)C[S+](c2[nH]c3ccc(cc3n2)OC)[O-],419601,neutral,0.1,2.43,345.416,2.672,2.43,83.09,1,5,green,green,yellow
391,CCn1cc(c(=O)c2c1cc(c(c2)F)N3CCN(CC3)C)C(=O)O,11474,acidic,0.1,0.16,333.357,0.105,0.87,65.78,0,3,green,green,green
392,CCOc1cc(ccc1C(=O)O)CC(=O)N[C@@H](CC(C)C)c2ccccc2N3CCCCC3,248669,acidic,0.1,1.95,452.586,5.63,3.92,78.87,1,4,yellow,yellow,green
393,c1ccc(cc1)[C@H]2c3ccccc3CCN2C(=O)O[C@H]4CN5CCC4CC5,561914,basic,0.1,2.47,362.465,4.268,3.96,32.78,0,2,yellow,green,yellow
394,CCC(=O)N(c1ccccc1)C2(CCN(CC2)CCc3cccs3)COC,27638,basic,0.1,2.13,386.551,3.566,3.61,32.78,0,2,yellow,green,yellow
395,Cc1cc(no1)NS(=O)(=O)c2ccc(cc2)N,2247,acidic,0.1,0.0,253.278,1.06,0.79,98.22,2,4,green,green,green
396,c1ccnc(c1)NS(=O)(=O)c2ccc(cc2)N=Nc3ccc(c(c3)C(=O)O)O,1223,acidic,0.1,0.25,398.393,3.907,3.94,141.31,2,8,yellow,green,green
397,Cc1c(noc1NS(=O)(=O)c2ccc(cc2)N)C,2484,acidic,0.1,-0.14,267.304,1.224,0.73,98.22,2,4,green,green,green
398,CCOc1ccccc1OCCN[C@H](C)Cc2ccc(c(c2)S(=O)(=O)N)OC,61181,basic,0.1,0.47,408.512,2.903,2.02,99.88,2,5,green,yellow,green
399,CCCc1nc2c(cc(cc2n1Cc3ccc(cc3)c4ccccc4C(=O)O)c5nc6ccccc6n5C)C,116949,acidic,0.1,5.02,514.617,6.93,5.29,72.94,0,4,red,red,red
400,COc1cc2c(cc1OC)nc(nc2N)N3CCN(CC3)C(=O)C4CCCO4,23093,neutral,0.1,0.95,387.433,0.953,1.18,103.04,1,6,green,green,green
401,CC(CC(c1ccccc1)c2ccccc2)NC(C)(C)C,308699,basic,0.1,2.23,281.435,4.663,5.16,12.03,1,0,red,green,yellow
402,Cn1c2c(c(=O)n(c1=O)C)[nH]cn2,381693,neutral,0.1,-0.89,180.164,-0.527,-0.77,72.68,1,3,green,green,green
403,CCS(=O)(=O)CCn1c(ncc1[N+](=O)[O-])C,222633,neutral,0.1,-0.58,247.272,0.137,-0.58,95.1,0,5,green,green,green
404,Cc1cccc(c1)Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C,180329,acidic,0.1,1.12,348.42,2.177,1.86,100.19,3,4,green,green,green
405,Cc1nnc2n1-c3ccc(cc3C(=NC2)c4ccccc4Cl)Cl,27419,neutral,0.1,3.63,343.21,3.125,2.89,43.07,0,3,green,green,yellow
406,c1cc(c(cc1F)F)n2cc(c(=O)c3c2nc(c(c3)F)N4C[C@@H]5[C@H](C4)[C@H]5N)C(=O)O,1616,zwitterionic,0.1,0.14,416.353,0.182,-1.53,100.93,1,4,green,yellow,green
407,CCCCC(=O)N(Cc1ccc(cc1)c2ccccc2c3n[nH]nn3)[C@@H](C(C)C)C(=O)O,139045,acidic,0.1,2.05,435.519,4.215,5.27,112.07,1,6,red,yellow,yellow
408,c1ccc2c(c1)c(ns2)N3CCN(CC3)CCc4cc5c(cc4Cl)NC(=O)C5,33664,neutral,0.1,4.13,412.936,4.76,4.3,48.47,1,2,yellow,yellow,red
409,CN1CCN(CC1)C(=O)OC2c3c(nccn3)C(=O)N2c4ccc(cn4)Cl,224263,neutral,0.1,0.69,388.808,-0.387,0.81,91.76,0,6,green,green,green
410,CC(=O)Nc1ccc(cc1)O,16450,neutral,0.2,0.9,151.163,0.814,0.91,49.33,2,2,green,green,green
411,c1cc(ccc1[C@H]([C@@H](CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-],27340,neutral,0.2,0.69,323.129,1.429,0.88,112.7,3,5,green,green,green
412,CN(C)CCCN1c2ccccc2Sc3c1cc(cc3)Cl,6216,basic,0.2,2.74,318.864,4.869,4.54,6.48,0,0,yellow,green,yellow
413,CNCCCN1c2ccccc2CCc3c1cccc3,6243,basic,0.2,1.37,266.381,3.43,3.9,15.27,1,0,yellow,green,green
414,C[C@H]1c2cccc(c2C(=O)C3=C([C@]4([C@@H]([C@H]([C@H]13)O)[C@@H](C(=C(C4=O)C(=O)N)O)N(C)C)O)O)O,371546,acidic,0.2,-3.57,444.435,-0.181,-3.37,181.62,6,8,green,yellow,green
415,C[C@@H]1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@@H](O2)O[C@@H]3c4cc5c(cc4[C@H]([C@@H]6[C@@H]3COC6=O)c7cc(c(c(c7)OC)O)OC)OCO5)O)O,68607,neutral,0.2,1.16,588.557,0.882,1.16,160.83,3,13,green,red,green
416,C[C@H]([C@](Cn1cncn1)(c2ccc(cc2F)F)O)S(=O)(=O)C,50321,neutral,0.2,0.27,331.338,0.024,0.27,85.08,1,5,green,green,green
417,Cc1c(c2cc(ccc2n1C(=O)c3ccc(cc3)Cl)OC)CC(=O)O,173,acidic,0.2,0.27,357.788,4.005,3.53,68.53,0,4,yellow,green,green
418,c1ccc(cc1)C(=O)c2ccc3n2CCC3C(=O)O,5080,acidic,0.2,-0.96,255.269,2.136,2.28,59.3,0,3,green,green,green
419,CNC[C@@H](CC12CCC(c3c1cccc3)c4c2cccc4)O,583517,basic,0.2,0.85,293.403,4.224,3.3,32.26,2,1,yellow,green,green
420,COC(=O)Nc1[nH]c2cc(ccc2n1)C(=O)c3ccccc3,29637,neutral,0.2,3.23,295.293,2.887,3.26,84.08,2,4,yellow,green,yellow
421,Cc1ncc(n1CCO)[N+](=O)[O-],27912,neutral,0.2,-0.46,171.154,-0.093,-0.46,81.19,1,4,green,green,green
422,CNCCC=C1c2ccccc2CCc3c1cccc3,2262,basic,0.2,1.58,263.377,4.351,4.43,12.03,1,0,yellow,green,green
423,COc1cc2c(cc1OC)nc(nc2N)N3CCN(CC3)C(=O)c4ccco4,97,neutral,0.2,1.43,383.401,1.494,1.65,106.95,1,6,green,green,green
424,Cc1c(c2c3c4c1O[C@@](C4=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]([C@H](/C=C/C=C(\C(=O)Nc(c2O)c(c3O)/C=N/N5CCN(CC5)C)/C)C)O)C)O)C)OC(=O)C)C)OC)C)O,365189,zwitterionic,0.2,2.76,822.94,2.983,2.72,220.15,6,13,green,red,yellow
425,Cc1c(c(=O)n2c(n1)CCCC2)CCN3CCC(CC3)c4c5ccc(cc5on4)F,7714,basic,0.2,1.25,410.484,2.262,2.63,64.16,0,4,green,yellow,green
426,C[C@H](Cc1ccccc1)N(C)CC#C,96021,basic,0.2,1.55,187.281,2.5,2.85,3.24,0,0,green,green,green
427,Cc1ccccc1O[C@H](CCNC)c2ccccc2,27342,basic,0.3,1.46,255.355,3.666,3.81,21.26,1,1,yellow,green,green
428,c1ccnc(c1)C2=NCC(=O)Nc3c2cc(cc3)Br,16960,neutral,0.3,2.54,316.153,1.982,2.54,54.35,1,3,green,green,yellow
429,CCN1CC(C(C1=O)(c2ccccc2)c3ccccc3)CCN4CCOCC4,581848,neutral,0.3,3.01,378.507,2.429,3.23,32.78,0,2,yellow,green,yellow
430,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,12506,basic,0.3,1.57,733.927,3.49,2.6,193.91,5,13,green,red,green
431,CCOC(=O)Nc1ccc(nc1N)NCc2ccc(cc2)F,418485,basic,0.3,2.32,304.319,1.677,2.67,89.27,3,3,green,green,yellow
432,CC(C)N1CCC(CC1)N(c2ccc(cc2)Cl)C(=O)Cc3ccccc3,139211,basic,0.3,2.87,370.916,4.853,4.31,23.55,0,1,yellow,green,yellow
433,CN1CCN2c3c(cccn3)Cc4ccccc4C2C1,27610,neutral,0.3,3.13,265.353,2.016,3.21,19.37,0,1,yellow,green,yellow
434,c1cc(c(cc1N/N=C/2\C=CC(=O)C(=C2)C(=O)O)C(=O)O)O,583525,acidic,0.3,-3.93,302.239,2.153,1.24,136.29,2,7,green,green,green
435,Cc1nccn1CC2CCc3c(c4ccccc4n3C)C2=O,3183,neutral,0.3,2.11,293.363,2.482,2.35,39.82,0,2,green,green,yellow
436,COc1ccc2c(c1)c(ccn2)[C@H]([C@@H]3CC4CCN3C[C@@H]4C=C)O,371643,basic,0.3,0.86,324.417,3.043,2.51,45.59,1,3,green,green,green
437,c1cnc(nc1)NS(=O)(=O)c2ccc(cc2)N,2131,acidic,0.3,-0.05,250.277,0.344,0.39,97.97,2,4,green,green,green
438,c1ccc(cc1)N2C(=O)C(C(=O)N2c3ccccc3)CC[S+](c4ccccc4)[O-],60232,acidic,0.3,1.09,404.481,2.843,3.19,63.68,0,3,yellow,yellow,green
439,CCOC(=O)[C@]1(CCC=C[C@H]1N(C)C)c2ccccc2,567141,basic,0.3,2.13,273.37,3.1,3.35,29.54,0,2,yellow,green,yellow
440,c1cc(c(c2c1nsn2)NC3=NCCN3)Cl,140117,basic,0.3,1.68,253.711,2.793,2.02,62.2,2,3,green,green,green
441,CN(C)CCC(c1ccc(cc1)Cl)c2ccccn2,10358,basic,0.4,1.52,274.788,3.628,3.58,16.13,0,1,yellow,green,green
442,CCCCCN(CCCOC)C(=O)[C@@H](CCC(=O)O)NC(=O)c1ccc(c(c1)Cl)Cl,560084,acidic,0.4,0.24,461.379,3.628,3.37,95.94,1,5,yellow,yellow,green
443,CCc1nn(c(=O)n1CCOc2ccccc2)CCCN3CCN(CC3)c4cccc(c4)Cl,26465,neutral,0.4,4.48,470.007,4.611,4.65,55.53,0,3,yellow,yellow,red
444,CCN1CCC[C@H]1CNC(=O)c2c(ccc(c2OC)Br)OC,27616,basic,0.4,1.3,371.269,3.093,2.34,50.8,1,3,green,green,green
445,Cc1c(c2c3c4c1O[C@@](C4=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]([C@H](/C=C/C=C(\C(=O)NC(=C5C3=NC6(N5)CCN(CC6)CC(C)C)C2=O)/C)C)O)C)O)C)OC(=O)C)C)OC)C)O,397074,zwitterionic,0.4,3.71,847.005,4.226,4.15,205.55,5,12,yellow,red,yellow
446,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@H]([C@H](Cc3ccccc3)NC(=O)[C@H](CC(=O)N)NC(=O)c4ccc5ccccc5n4)O,17169,basic,0.4,2.05,670.841,3.622,3.16,166.75,5,6,yellow,red,yellow
447,C[C@@H]1CN(C[C@@H](N1)C)c2c(c(c3c(c2F)n(cc(c3=O)C(=O)O)C4CC4)N)F,65351,zwitterionic,0.4,-0.04,392.4,-0.406,-0.7,100.59,2,3,green,green,green
448,CCCCCNC(=N)N/N=C/c1c[nH]c2c1cc(cc2)OC,122247,basic,0.4,1.84,301.387,3.82,2.95,85.29,4,2,green,green,green
449,CC[C@@H]1[C@@]([C@@H]([C@H](N(C[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O,12428,basic,0.5,-1.23,748.984,4.246,2.44,180.08,5,12,green,red,green
450,CN(C)CCCC1(c2ccc(cc2CO1)C#N)c3ccc(cc3)F,14367,basic,0.5,1.41,324.392,3.85,3.76,36.26,0,2,yellow,green,green
451,C(=O)(N)NO,4730,neutral,0.5,-1.37,76.055,-1.366,-1.37,75.35,3,2,green,green,green
452,CC(c1cccc(c1)C(=O)c2ccccc2)C(=O)O,16591,acidic,0.5,0.39,254.281,2.85,3.61,54.37,0,3,yellow,green,green
