INDEX,SMILES,ID,STATE_50,VAL,logD,MW,XLOGP,CLOGP,TPSA,HBD,HBA,LOGP_COLOR,MW_COLOR,LOGD_COLOR
62,c1ccc(cc1)[C@H](C(=O)N[C@@H]2C3N(C2=O)C(=C(CS3)C[n+]4ccc(cc4)CCS(=O)(=O)O)C(=O)O)NC(=O)c5c(nc[nH]5)C(=O)O,84880-03-5,acidic,1.7,-10.76,671.678,-2.18,-7.39,240.04,4,11,green,red,green
63,CO/N=C(/c1csc(n1)N)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)C[n+]4cccc5c4CCC5)C(=O)[O-],84957-29-9,acidic,1.9,-3.65,514.577,-1.47,-4.11,153.92,2,7,green,red,green
64,C/C=C/C1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](c3ccc(cc3)O)N)SC1)C(=O)O,92665-29-7,zwitterionic,2.9,-2.18,389.426,0.551,-3.26,132.96,3,5,green,green,green
65,CC(C)(C(=O)O)O/N=C(/c1csc(n1)N)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)C[n+]4ccccc4)C(=O)[O-],72558-82-8,acidic,2.4,-6.92,546.576,-2.236,-4.33,191.22,2,9,green,red,green
66,CO/N=C(/c1csc(n1)N)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=CCS3)C(=O)O,68401-81-0,acidic,2.1,-3.58,383.403,0.451,-0.88,147.21,2,7,green,green,green
67,C1CNC[C@@H]1N2CC/C(=C\C3=C(N4[C@@H]([C@@H](C4=O)NC(=O)/C(=N\O)/c5nc(sn5)N)SC3)C(=O)O)/C2=O,209467-52-7,zwitterionic,1.5,-6.87,534.569,-1.853,-5.33,203.44,4,9,green,red,green
68,CC(C)(C(=O)O)O/N=C(/c1nc(sn1)N)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)Cn4cc(c(=N)n4C)NC(=O)NCCN)C(=O)O,689293-68-3,zwitterionic,1.16,-6.92,666.69,-3.032,-8.65,298.26,6,11,green,red,green
69,Cn1c(nc(=O)c(n1)O)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)/C(=N\OC)/c4csc(n4)N)SC2)C(=O)O,73384-59-5,acidic,0.26,-5.5,554.58,0.073,-0.93,215.22,3,11,green,red,green
70,CO/N=C(/c1ccco1)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)COC(=O)N)C(=O)O,55268-75-2,acidic,2.2,-4.36,424.385,0.224,-0.9,173.76,2,9,green,yellow,green
71,CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](c3ccccc3)N)SC1)C(=O)O,15686-71-2,zwitterionic,3.9,-2.4,347.389,0.003,-3.53,112.73,2,4,green,green,green
72,c1cc[n+](cc1)CC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)Cc4cccs4)SC2)C(=O)[O-],50-59-9,acidic,3.3,-3.32,415.486,-1.585,-3.09,93.42,1,4,green,yellow,green
73,CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)Cc3cccs3)SC1)C(=O)O,153-61-7,acidic,1.8,-3.32,396.438,1.094,0.02,113.01,1,6,green,green,green
74,CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)CSc3ccncc3)SC1)C(=O)O,21593-23-7,acidic,2.7,-4.13,423.463,0.036,-2.26,125.9,1,7,green,yellow,green
75,CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CCC=CC3)N)SC1)C(=O)O,38821-53-3,zwitterionic,3.3,-2.64,349.405,0.586,-3.93,112.73,2,4,green,green,green
76,CCCC[P@](=O)(CCCN)O,123690-78-8,zwitterionic,1.56,-1.34,179.197,0.312,-1.51,63.32,2,2,green,green,green
77,c1ccc(cc1)C2(CC2C3=NCCN3)c4ccccc4,53267-01-9,basic,8.6,0.69,262.349,2.713,3.0,24.39,1,1,green,green,green
78,CCC#CC[C@H](C)[C@@H](C#C[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/COCC(=O)O)/C2)O)O,94079-80-8,acidic,3.8,-0.4,374.471,0.594,2.78,86.99,2,5,green,green,green
79,c1cn(c(=O)nc1N)C[C@@H](CO)OCP(=O)(O)O,113852-37-2,acidic,2.5,-4.7,279.187,-2.173,-4.15,147.9,4,7,green,green,green
80,CC1(C[C@@H]1C(=O)N/C(=C\CCCCSC[C@@H](C(=O)O)N)/C(=O)O)C,82009-34-5,zwitterionic,2.3,-4.06,358.453,-0.721,-1.39,129.72,2,5,green,green,green
81,c1ccc(cc1)CC[C@@H](C(=O)O)N[C@H]2CCC[N@]3CCC[C@H](N3C2=O)C(=O)O,90139-06-3,zwitterionic,2.1,-4.29,389.445,0.386,-1.54,110.18,1,5,green,green,green
82,CC(C)[C@H]1C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@@H](C(=O)N1C)Cc2ccccc2)CC(=O)O)CCCNC(=N)N,188968-51-6,zwitterionic,1.18,-3.68,588.656,-1.652,-7.56,235.91,7,7,green,red,green
83,Cc1c(nc[nH]1)CSCC/N=C(\NC)/NC#N,51481-61-9,neutral,8.1,-0.22,252.339,0.09,-0.11,88.89,3,3,green,green,green
84,c1c2c(c(c(c1F)N3CCC(C3)N)Cl)n(cc(c2=O)C(=O)O)C4CC4,105956-97-6,zwitterionic,4.7,-0.42,365.787,-0.361,-2.09,88.56,1,3,green,green,green
85,C(P(=O)(O)O)(P(=O)(O)O)(Cl)Cl,10596-23-3,acidic,1.6,-5.04,244.892,-0.868,-0.07,115.06,4,6,green,green,green
86,c1nc2c(nc(nc2n1[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)F)Cl)N,123318-82-1,neutral,7.7,-0.29,303.677,0.725,-0.29,119.31,3,6,green,green,green
87,Cn1c2ccc(cc2nc1CNc3ccc(cc3)C(=N)N)C(=O)N(CCC(=O)O)c4ccccn4,211914-51-1,zwitterionic,1.93,0.08,471.511,1.07,-4.16,150.22,3,5,green,yellow,green
88,c1cnccc1N,504-24-5,basic,9.3,-0.97,94.115,-0.308,-0.07,38.91,1,1,green,green,green
89,CCCCCCCCCC(=O)N[C@@H](Cc1c[nH]c2c1cccc2)C(=O)N[C@H](CC(=O)N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H]3[C@H](OC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](NC(=O)C(NC(=O)[C@@H](NC(=O)CNC3=O)CCCN)CC(=O)O)C)CC(=O)O)CO)[C@H](C)CC(=O)O)CC(=O)c4ccccc4N)C,103060-53-3,zwitterionic,0.16,-18.9,1620.671,-5.409,-10.22,702.02,18,26,green,red,green
90,CC(=O)Nc1c(c(c(c(c1I)NC(=O)C)I)C(=O)O)I,117-96-4,acidic,1.7,-0.63,613.914,2.244,0.29,95.5,2,4,green,red,green
91,C1C[C@H]([C@H](O[C@@H]1CN)O[C@@H]2[C@H](C[C@H]([C@@H]([C@H]2O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N)N)N,34493-98-6,basic,0.8,-13.18,451.515,-5.444,-5.33,247.94,9,8,green,yellow,green
92,Cc1c(c(no1)c2c(cccc2Cl)Cl)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O,3116-76-5,acidic,2.0,-0.38,470.326,3.961,2.91,112.74,1,6,green,yellow,green
93,c1cc(c(cc1c2ccc(cc2F)F)C(=O)O)O,22494-42-4,acidic,0.1,0.41,250.198,3.218,3.91,57.53,1,3,yellow,green,green
94,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5C[C@H]([C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)O)C)C)C)O)O,20830-75-5,acidic,1.7,1.92,780.938,3.169,2.37,203.06,6,14,green,red,green
95,Cn1c2c(c(=O)n(c1=O)C)n(cn2)CC(CO)O,479-18-5,neutral,4.8,-1.87,254.243,-1.684,-1.87,102.28,2,5,green,green,green
96,CC(C)N(CCC(c1ccccc1)(c2ccccn2)C(=O)N)C(C)C,3737-09-5,basic,0.9,0.57,339.474,3.188,3.47,59.22,1,2,yellow,green,green
97,C[n+]1cccc(c1)OC(=O)N(C)CCCCCCN(C)C(=O)Oc2ccc[n+](c2)C,15876-67-2,neutral,0.2,-5.64,416.514,-1.09,-5.64,66.84,0,4,green,yellow,green
98,CC(C)(C)/[N+](=C/c1ccc(cc1S(=O)(=O)[O-])S(=O)(=O)[O-])/[O-].[Na+].[Na+],168021-79-2,acidic,1.35,-3.04,381.333,-2.319,-3.22,140.47,0,7,green,green,green
99,CN(CCc1ccc(cc1)NS(=O)(=O)C)CCOc2ccc(cc2)NS(=O)(=O)C,115256-11-6,basic,5.2,-1.05,441.565,3.197,0.24,104.81,2,5,green,yellow,green
100,C[C@H]1C2[C@@H](C(=O)N2C(=C1S[C@@H]3C[C@H](NC3)CNS(=O)(=O)N)C(=O)O)[C@H](C)O,148016-81-3,zwitterionic,3.26,-5.57,420.504,-1.931,-6.33,162.06,4,6,green,yellow,green
101,Cc1cc(c(cc1C(=O)NC(=N)N)S(=O)(=O)C)n2cccc2,176644-21-6,neutral,8.2,0.86,320.367,0.867,0.52,117.52,3,3,green,green,green
102,CCCn1c2c(c(=O)[nH]c1=O)nc[nH]2,41078-02-8,neutral,4.0,-0.15,194.191,-0.087,-0.15,83.54,2,3,green,green,green
103,CC[C@@H](CO)NCCN[C@@H](CC)CO,74-55-5,basic,10.0,-2.25,204.31,-0.073,-0.06,64.52,4,2,green,green,green
104,C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1CC[C@]2(C#C)OS(=O)(=O)O)O,75803-36-0,acidic,1.3,1.58,376.467,2.07,3.95,83.83,2,5,yellow,green,green
105,C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1CC[C@]2(C#C)O)OS(=O)(=O)O,24560-70-1,acidic,4.7,1.05,376.467,1.806,1.75,83.83,2,5,green,green,green
106,c1c(nc(s1)NC(=N)N)CSCCC(=N)NS(=O)(=O)N,76824-35-6,basic,6.6,-1.79,337.445,-0.891,-1.12,170.83,6,3,green,green,green
107,CN1CCN(CC1)c2c(cc3c(c2F)n(cc(c3=O)C(=O)O)CCF)F,79660-72-3,acidic,2.4,0.1,369.338,-0.075,1.12,65.78,0,3,green,green,green
108,Cc1c(c(no1)c2c(cccc2Cl)F)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O,5250-39-5,acidic,2.4,-0.84,453.872,3.263,2.44,112.74,1,6,green,yellow,green
109,c1cc(c(cc1F)F)C(Cn2cncn2)(Cn3cncn3)O,86386-73-4,neutral,0.31,0.56,306.271,0.019,0.56,81.65,1,5,green,green,green
110,c1c(c([nH]c(=O)n1)N)F,2022-85-7,neutral,2.0,-1.01,129.092,-0.91,-0.95,71.77,2,2,green,green,green
111,c1c(c2c([nH]1)c(=O)[nH]cn2)[C@H]3[C@@H]([C@@H]([C@H](N3)CO)O)O,209799-67-7,basic,1.56,-3.61,266.253,-1.206,-2.82,134.26,6,5,green,green,green
112,C(=O)(O)P(=O)(O)O,4428-95-9,acidic,2.1,-7.58,126.005,-1.026,-0.83,94.83,2,5,green,green,green
113,C[C@H]1[C@H](O1)P(=O)(O)O,23155-02-4,acidic,2.0,-3.18,138.059,-0.196,-0.74,70.06,2,4,green,green,green
114,c1cc(oc1)CNc2cc(c(cc2C(=O)O)S(=O)(=O)N)Cl,54-31-9,acidic,1.6,-1.25,330.744,2.03,1.75,122.63,2,5,green,green,green
115,C1CCC(CC1)(CC(=O)O)CN,60142-96-3,zwitterionic,1.7,-1.27,171.237,0.349,-1.51,63.32,1,2,green,green,green
116,c1nc2c(=O)[nH]c(nc2n1COC(CO)CO)N,82410-32-0,neutral,4.6,-2.18,255.231,-2.013,-2.18,139.28,4,6,green,green,green
117,CC1CN(CCN1)c2c(cc3c(c2OC)n(cc(c3=O)C(=O)O)C4CC4)F,112811-59-3,zwitterionic,2.8,-0.58,375.394,0.049,-1.24,83.8,1,4,green,green,green
118,C[C@@H]([C@@](Cn1cncn1)(c2ccc(cc2F)F)O)S(=O)(=O)C,120924-80-3,neutral,0.19,0.27,331.338,0.024,0.27,85.08,1,5,green,green,green
119,C[C@H]([C@@H]1CC[C@H]([C@H](O1)O[C@@H]2[C@H](C[C@H]([C@@H]([C@H]2O)O[C@@H]3[C@@H]([C@H]([C@@](CO3)(C)O)NC)O)N)N)N)N,1403-66-3,basic,1.0,-12.03,463.569,-3.661,-3.57,213.72,8,7,green,yellow,green
120,C[C@@H]1C(=O)O[C@@H]2[C@]1(C34C(=O)O[C@H]5[C@]3(C2)C6([C@@H](C5)C(C)(C)C)[C@H](C(=O)O[C@H]6O4)O)O,15291-75-5,neutral,2.3,0.34,408.399,-1.933,0.34,128.59,2,9,green,yellow,green
121,C[C@@H]1C(=O)O[C@@H]2[C@]1(C34C(=O)O[C@H]5C3([C@H]2O)C6([C@@H](C5)C(C)(C)C)[C@H](C(=O)O[C@H]6O4)O)O,15291-77-7,neutral,2.3,-0.58,424.399,-2.648,-0.58,148.82,3,10,green,yellow,green
122,c1cc(c(cc1C[C@@H](C(=O)O)NC(=O)CC[C@@H](C(=O)O)N)O)O,52370-58-8,zwitterionic,4.6,-6.06,326.302,-3.445,-2.96,170.18,4,7,green,green,green
123,C[N+]1(CCC(C1)OC(=O)C(c2ccccc2)(C3CCCC3)O)C.[Br-],596-51-0,neutral,16.8,-1.41,398.335,-0.079,-1.41,46.53,1,3,green,green,green
124,c1c(c(cc2c1NCNS2(=O)=O)S(=O)(=O)N)C(F)(F)F,135-09-1,neutral,9.7,-0.31,331.292,0.339,-0.3,118.36,3,4,green,green,green
125,CN1[C@@H](C[C@H](C1=O)O)c2cccnc2,34834-67-8,neutral,1.8,-0.73,192.214,-0.349,-0.73,53.43,1,3,green,green,green
126,CC[C@]1(CN2CC[C@H]1C[C@@H]2[C@H](c3ccnc4c3cc(cc4)OC)O)O,85405-59-0,basic,12.0,0.43,342.432,2.559,1.81,65.82,2,4,green,green,green
127,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,114084-78-5,zwitterionic,1.8,-4.86,319.229,-0.056,-2.09,138.53,5,7,green,green,green
128,C[C@H]([C@@H]1[C@H]2CC(=C(N2C1=O)C(=O)O)SCCNC=N)O,64221-86-9,zwitterionic,3.0,-3.8,299.346,0.317,-5.54,113.72,3,4,green,green,green
129,CC(=O)N(CC(CN(c1c(c(c(c(c1I)C(=O)NC[C@@H](CO)O)I)C(=O)NC[C@@H](CO)O)I)C(=O)C)O)c2c(c(c(c(c2I)C(=O)NC[C@@H](CO)O)I)C(=O)NC[C@@H](CO)O)I,92339-11-2,neutral,1.44,-2.06,1550.182,-1.989,-2.06,339.09,13,15,green,red,green
130,CC(=O)N(CC(CO)O)c1c(c(c(c(c1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I,66108-95-0,neutral,2.0,-1.95,821.138,-2.137,-1.95,199.89,8,9,green,red,green
131,CN(c1c(c(c(c(c1I)C(=O)NC[C@@H](CO)O)I)C(=O)NC[C@@H](CO)O)I)C(=O)CO,78649-41-9,neutral,1.4,-1.45,777.085,-1.627,-1.45,179.66,7,8,green,red,green
132,C[C@@H](C(=O)Nc1c(c(c(c(c1I)C(=O)NC(CO)CO)I)C(=O)NC(CO)CO)I)O,60166-93-0,neutral,1.9,-0.74,777.085,-1.45,-2.04,188.45,8,8,green,red,green
133,CN(CC(CO)O)C(=O)c1c(c(c(c(c1I)NC(=O)COC)I)C(=O)NCC(CO)O)I,73334-07-3,neutral,1.4,-0.44,791.112,-1.234,-1.74,168.66,6,8,green,red,green
134,CC(=O)Nc1c(c(c(c(c1I)C(=O)O)I)C(=O)NC)I,2276-90-6,acidic,2.4,-0.79,613.914,1.71,1.43,95.5,2,4,green,red,green
135,C[C@@]1(CO[C@@H]([C@@H]([C@H]1NC)O)O[C@H]2[C@@H](C[C@@H]([C@H]([C@@H]2O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N)NC(=O)[C@H](CN)O)O,58152-03-7,basic,1.3,-13.18,569.603,-5.681,-7.3,297.72,12,12,green,red,green
136,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N,59-01-8,basic,1.4,-12.67,484.499,-5.757,-7.06,282.61,11,11,green,yellow,green
137,c1cc(ccc1C[C@@H](C(=O)N2CCC(CC2)OCC(=O)O)NC(=O)c3ccc(cc3)C(=N)N)O,144412-49-7,zwitterionic,1.9,-1.2,468.502,0.379,-5.06,166.04,4,6,green,yellow,green
138,c1cn(c(=O)nc1N)[C@@H]2CS[C@@H](O2)CO,134678-17-4,neutral,4.8,-1.1,229.256,-0.688,-1.1,90.37,2,4,green,green,green
139,C[C@@H]1CN(CC[C@@]1(c2ccccc2)C(=O)O)C3CCC(CC3)(C#N)c4ccc(cc4)F,79516-68-0,zwitterionic,0.43,2.5,420.519,3.365,2.27,64.33,0,3,green,yellow,yellow
140,C[C@H]1COc2c3n1cc(c(=O)c3cc(c2N4CCN(CC4)C)F)C(=O)O,100986-85-4,acidic,1.9,-0.28,361.368,-0.031,0.65,75.01,0,4,green,green,green
141,c1ccc2c(c1)CC[C@@H](C(=O)N2CC(=O)O)N[C@@H](CCCCN)C(=O)O,109214-55-3,zwitterionic,1.23,-4.13,363.408,0.383,-4.34,132.96,2,5,green,green,green
142,c1ccc(cc1)CC[C@@H](C(=O)O)N[C@@H](CCCCN)C(=O)N2CCC[C@H]2C(=O)O,76547-98-3,zwitterionic,1.2,-3.18,405.488,-0.016,-3.41,132.96,2,5,green,yellow,green
143,CCn1cc(c(=O)c2c1c(c(c(c2)F)N3CCN[C@H](C3)C)F)C(=O)O,98079-51-7,zwitterionic,3.98,-0.39,351.348,0.135,-1.06,74.57,1,3,green,green,green
144,C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,69-65-8,neutral,1.2,-3.73,182.172,-2.526,-3.73,121.38,6,6,green,green,green
145,c1cc(ccc1CNC(=O)[C@@H]2CCN2C(=O)[C@@H](C3CCCCC3)NCC(=O)O)C(=N)N,159776-70-2,zwitterionic,1.9,-1.73,429.513,0.919,-4.59,148.61,4,4,green,yellow,green
146,C[C@@H]1[C@@H]2[C@H](C(=O)N2C(=C1S[C@H]3C[C@H](NC3)C(=O)N(C)C)C(=O)O)[C@@H](C)O,96036-03-2,zwitterionic,3.9,-4.36,383.462,-0.199,-5.12,110.18,2,5,green,green,green
147,C[C@@H](C(=O)N1CCN(CC1)c2nc3cc(c(cc3c(n2)N)OC)OC)OC,95549-92-1,neutral,0.53,0.91,375.422,0.975,1.13,103.04,1,6,green,green,green
148,CN(C)C(=N)NC(=N)N,657-24-9,basic,7.4,-5.62,129.164,-0.946,-0.92,88.99,4,0,green,green,green
149,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c2ccccc2,76-99-3,basic,1.7,3.29,309.445,3.789,5.01,20.31,0,1,red,green,yellow
150,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)c3c(cccc3OC)OC)C(=O)O)C,61-32-5,acidic,6.6,-2.69,380.415,2.426,0.79,105.17,1,6,green,green,green
151,CN(Cc1cnc2c(n1)c(nc(n2)N)N)c3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,59-05-2,acidic,2.1,-6.56,454.439,-0.619,-0.51,210.54,3,9,green,yellow,green
152,C[N+]1(CCc2cc(c3cc2[C@@H]1Cc4ccc(cc4)Oc5c6c(cc(c5OC)OC)CC[N+]([C@@H]6Cc7ccc(c(c7)O3)OC)(C)C)OC)C,5152-30-7,neutral,1.2,-1.85,652.819,3.035,-1.85,55.38,0,6,green,red,green
153,Cc1ccccc1N2C(Nc3cc(c(cc3C2=O)S(=O)(=O)N)Cl)C,17560-51-9,neutral,1.4,2.94,365.835,2.398,2.94,92.5,2,3,green,green,yellow
154,CC(=O)Nc1c(c(c(c(c1I)N(C)C(=O)C)I)C(=O)O)I,1949-45-7,acidic,2.7,-0.76,627.94,2.126,1.46,86.71,1,4,green,red,green
155,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](c3ccccc3)NC(=O)N4CCN(C4=O)S(=O)(=O)C)C(=O)O)C,51481-65-3,acidic,2.1,-4.22,539.582,2.138,-0.84,173.5,2,8,green,red,green
156,CCN(CC)C(=O)[C@@]1(C[C@@H]1CN)c2ccccc2,92623-85-3,basic,8.9,-0.91,246.348,1.059,1.42,46.33,1,1,green,green,green
160,C1[C@@H]([C@H]([C@@H]([C@H](N1CCO)CO)O)O)O,72432-03-2,basic,1.7,-3.6,207.224,-1.976,-3.19,104.39,5,5,green,green,green
161,Cc1c(cc(c(=O)[nH]1)C#N)c2ccncc2,78415-72-2,neutral,6.2,0.12,211.219,0.715,0.33,69.54,1,3,green,green,green
162,Cn1c(nnn1)SCC2=C(N3[C@@H]([C@@](C3=O)(NC(=O)[C@@H](c4ccc(cc4)O)C(=O)O)OC)OC2)C(=O)O,64952-97-2,acidic,0.72,-6.68,520.473,-1.337,0.17,206.3,2,12,green,red,green
163,Cc1nc(c(c(n1)Cl)NC2=NCCN2)OC,75438-57-2,basic,11.0,1.3,241.677,0.546,1.54,71.43,2,4,green,green,green
164,CC(C)(C)NCC(COc1cccc2c1CC(C(C2)O)O)O,42200-33-9,basic,2.9,-1.44,309.401,1.315,0.87,81.95,4,4,green,green,green
165,CNS(=O)(=O)CCc1ccc2c(c1)c(c[nH]2)C3CCN(CC3)C,121679-13-8,basic,6.6,-0.34,335.464,1.658,1.44,65.2,2,2,green,green,green
166,CCCc1c2c(cc3c1oc(cc3=O)C(=O)O)c(=O)cc(n2CC)C(=O)O,69049-73-6,acidic,10.2,-4.49,371.341,0.75,2.5,126.81,0,7,green,green,green
167,CN(C)C(=O)Oc1cccc(c1)[N+](C)(C)C,59-99-4,neutral,9.2,-2.25,223.291,-0.103,-2.25,29.54,0,2,green,green,green
168,CCN[C@@H]1C[C@@H]([C@H]([C@@H]([C@H]1O[C@@H]2[C@@H]([C@H]([C@@](CO2)(C)O)NC)O)O)O[C@@H]3[C@@H](CC=C(O3)CN)N)N,56391-56-1,basic,0.55,-11.06,475.58,-3.066,-3.53,199.73,8,7,green,yellow,green
169,c1cc(oc1/C=N/N2CC(=O)NC2=O)N(=O)=O,67-20-9,neutral,9.7,-0.23,238.157,0.659,-0.22,120.73,1,6,green,green,green
170,CN/C(=C\N(=O)=O)/NCCSCc1csc(n1)CN(C)C,76963-41-2,zwitterionic,9.8,0.66,331.457,0.912,0.76,86.01,2,3,green,green,green
171,CC1COc2c3n1cc(c(=O)c3cc(c2N4CCN(CC4)C)F)C(=O)O,82419-36-1,acidic,2.5,-0.28,361.368,-0.394,0.65,75.01,0,4,green,green,green
172,CCC(CC)O[C@@H]1C=C(C[C@@H]([C@H]1NC(=O)C)N)C(=O)O,187227-45-8,zwitterionic,4.8,-1.84,284.351,0.415,-2.07,101.65,2,4,green,green,green
173,C1C(CN(C1=O)CC(=O)N)O,62613-82-5,neutral,1.8,-2.6,158.155,-2.126,-2.6,83.63,2,3,green,green,green
174,C[C@]1(c2cccc(c2C(=O)C3=C([C@]4([C@@H]([C@H]([C@@H]31)O)[C@@H](C(=C(C4=O)C(=O)N)O)N(C)C)O)O)O)O,79-57-2,acidic,2.0,-4.82,460.434,-0.718,-4.61,201.85,7,9,green,yellow,green
175,Cc1c(c(=O)n2c(n1)[C@H](CCC2)O)CCN3CCC(CC3)c4c5ccc(cc5on4)F,144598-75-4,basic,1.2,0.38,426.484,1.628,1.76,84.39,1,5,green,yellow,green
176,C(CN)C(O)(P(=O)(O)O)P(=O)(O)O,40391-99-9,zwitterionic,1.52,-6.92,235.069,-3.31,-4.15,161.31,6,7,green,green,green
184,C[C@H]1COc2c(c(cc3c2n1cc(c3=O)C(=O)O)F)C4(CC4)N,127045-41-4,zwitterionic,4.87,-1.07,318.3,-0.757,-1.65,94.55,1,4,green,green,green
185,c1cc(cnc1)Cc2c[nH]c3c2nc([nH]c3=O)N,133432-71-0,neutral,6.2,0.37,241.249,0.356,0.37,100.45,3,3,green,green,green
186,Cc1[nH]c(c(c(=O)n1)C#N)NCc2cccnc2,94386-65-9,acidic,5.8,-0.6,241.249,-0.053,-0.6,94.46,2,4,green,green,green
187,c1cc(ccc1CCc2c[nH]c3c2c(=O)[nH]c(n3)N)C(=O)N[C@H](CCC(=O)O)C(=O)O,137281-23-3,acidic,1.3,-5.69,427.411,0.572,-0.36,191.26,4,7,green,yellow,green
188,c1nc2c(n1CCC(CO)CO)[nH]c(nc2=O)N,39809-25-1,neutral,8.4,-1.64,253.258,-1.673,-1.55,130.05,4,5,green,green,green
189,c1nc2c(n1[C@H]3C[C@H]([C@@H](O3)CO)O)N=CNC[C@H]2O,53910-25-1,neutral,1.63,-2.93,268.269,-0.939,-2.02,112.13,4,6,green,green,green
190,CC(C(=O)N[C@H]1[C@@H]2N(C1=O)[C@H](C(S2)(C)C)C(=O)O)Oc3ccccc3,147-55-7,acidic,4.2,-2.05,364.416,2.408,1.33,95.94,1,5,green,green,green
191,C1CC(=O)N[C@@H]1C(=O)N2CSC[C@H]2C(=O)O,121808-62-6,acidic,1.16,-4.65,244.268,0.415,-1.29,86.71,1,4,green,green,green
192,CCN1CCN(C(=O)C1=O)C(=O)N[C@H](c2ccccc2)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O,61477-96-1,acidic,4.0,-3.64,517.555,1.315,-0.26,156.43,2,7,green,red,green
193,C[C@@]1(CO[C@@H]([C@@H]([C@H]1NC)O)O[C@H]2[C@@H](C[C@@H]([C@H]([C@@H]2O)O[C@@H]3[C@@H](CC=C(O3)CNCCO)N)N)NC(=O)[C@H](CCN)O)O,1154757-24-0,basic,1.14,-14.22,592.683,-4.911,-6.1,269.29,11,10,green,red,green
194,CC(C)NC[C@H](COc1ccc(cc1)NC(=O)C)O,6673-35-4,basic,2.28,-1.39,266.336,1.514,0.83,70.59,3,3,green,green,green
195,C[n+]1ccccc1/C=N/O,51-15-0,neutral,9.0,-4.31,137.159,-0.851,-3.26,36.47,1,2,green,green,green
196,C[C@@H](C(=O)N1Cc2ccccc2C[C@H]1C(=O)O)N[C@@H](CCc3ccccc3)C(=O)O,82768-85-2,zwitterionic,0.93,-2.68,410.463,1.841,0.13,106.94,1,5,green,yellow,green
197,CN/C(=C\N(=O)=O)/NCCSCc1ccc(o1)CN(C)C,66357-35-5,zwitterionic,9.6,0.22,314.404,0.842,0.98,86.26,2,3,green,green,green
198,Cc1cccc(c1NC(=O)NCCCNC(C)C)C,74738-24-2,basic,4.5,-0.23,263.379,2.544,1.3,53.16,3,1,green,green,green
199,CNC(=O)c1cnn(c1)c2nc(c3c(n2)n(cn3)[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O)N,313348-27-5,neutral,0.94,-2.25,390.354,-0.26,-2.25,185.94,5,9,green,green,green
