INDEX,SMILES,ID,STATE_50,VAL,logD,MW,XLOGP,CLOGP,TPSA,HBD,HBA,LOGP_COLOR,MW_COLOR,LOGD_COLOR
417,CCN(CC)CCCC(C)Nc1ccnc2c1ccc(c2)Cl,6579,basic,1.8,0.88,319.872,4.534,3.93,28.16,1,1,yellow,green,green
418,C1[C@@H]2N(C1=O)[C@H](/C(=C/CO)/O2)C(=O)O,44876,acidic,1.8,-4.94,199.161,-0.788,-1.52,87.07,1,5,green,green,green
419,C1[C@@H]([C@@H]2[C@H](O1)[C@@H](CO2)O[N+](=O)[O-])O,263453,neutral,1.9,-0.71,191.139,0.143,-0.48,91.06,1,6,green,green,green
420,COc1c2c(cc(c1N3C[C@@H]4CCCN[C@@H]4C3)F)c(=O)c(cn2C5CC5)C(=O)O,1788,zwitterionic,1.9,-0.49,401.431,0.164,-1.75,83.8,1,4,green,yellow,green
421,Cc1c(c2c3c4c1O[C@@](C4=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]([C@H](/C=C/C=C(\C(=O)NC(=C5C3=NC6(N5)CCN(CC6)CC(C)C)C2=O)/C)C)O)C)O)C)OC(=O)C)C)OC)C)O,397074,zwitterionic,2.0,3.71,847.005,4.226,4.15,205.55,5,12,yellow,red,yellow
422,CN(C)CCC(c1ccc(cc1)Cl)c2ccccn2,10358,basic,2.1,1.52,274.788,3.628,3.58,16.13,0,1,yellow,green,green
423,CN(CCc1ccc(cc1)NS(=O)(=O)C)CCOc2ccc(cc2)NS(=O)(=O)C,5638,basic,2.1,-1.05,441.565,3.197,0.24,104.81,2,5,green,yellow,green
424,c1cc(ccc1[C@H]([C@@H](CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-],27340,neutral,2.2,0.69,323.129,1.429,0.88,112.7,3,5,green,green,green
425,COc1ccnc(c1OC)C[S+](c2[nH]c3ccc(cc3n2)OC(F)F)[O-],419598,neutral,2.2,2.17,383.37,3.254,2.18,92.32,1,6,green,green,yellow
426,CNC(=C[N+](=O)[O-])NCCSCc1ccc(o1)CN(C)C,1153672,zwitterionic,2.2,0.23,314.404,1.158,0.98,83.58,2,3,green,green,green
427,Cc1cccc(c1NC(=O)NCCCNC(C)C)C,565350,basic,2.2,-0.23,263.379,2.544,1.3,53.16,3,1,green,green,green
428,C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C)O,27370,neutral,2.3,1.27,360.444,0.669,1.27,94.83,3,5,green,green,green
429,C[C@@H]1CN(C[C@@H](N1)C)c2c(c(c3c(c2F)n(cc(c3=O)C(=O)O)C4CC4)N)F,65351,zwitterionic,2.3,-0.04,392.4,-0.406,-0.7,100.59,2,3,green,green,green
430,CC(C)(C)NCC(COc1ccc(cc1)NC(=O)NC2CCCCC2)O,255378,basic,2.3,0.49,363.494,3.451,2.8,82.62,4,3,green,green,green
431,C[n+]1cccc(c1)OC(=O)N(C)C,157330,neutral,2.4,-3.47,181.212,-1.232,-3.47,33.42,0,2,green,green,green
432,CN/C(=C\[N+](=O)[O-])/NCCSCc1csc(n1)CN(C)C,27604,zwitterionic,2.5,0.67,331.457,1.227,0.76,83.33,2,3,green,green,green
433,C[C@]12CC(=O)[C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C,27229,neutral,2.5,1.66,358.428,0.571,1.66,91.67,2,5,green,green,green
434,CC(C)NC[C@H](COc1ccc(cc1)CCOCC2CC2)O,793298,basic,2.7,0.31,307.428,2.73,2.54,50.72,2,3,green,green,green
435,c1cc(ccc1CCCC(=O)O)N(CCCl)CCCl,11002,acidic,2.8,1.09,304.212,3.224,3.94,40.54,0,2,yellow,green,green
436,c1cc(c(cc1OCC(F)(F)F)C(=O)NCC2CCCCN2)OCC(F)(F)F,27588,basic,2.8,1.01,414.343,3.541,3.19,59.59,2,3,yellow,yellow,green
437,CC(C)(C)NCC(c1ccc(c(c1)CO)O)O,34094,basic,2.8,-1.32,239.311,0.939,0.32,72.72,4,3,green,green,green
438,c1cc(c(c(c1)Cl)CC(=O)NC(=N)N)Cl,66029,neutral,2.9,1.67,246.093,1.379,1.74,78.97,3,1,green,green,green
439,Cc1[nH]c-2c(n1)CCN(c3c2cccc3)C(=O)c4ccc(cc4)NC(=O)c5ccccc5c6ccccc6,581850,neutral,3.0,5.25,498.574,5.503,5.31,78.09,2,3,red,yellow,red
440,CCCc1cc(=O)[nH]c(=S)[nH]1,421208,neutral,3.1,1.12,170.232,-0.136,1.2,48.65,2,1,green,green,green
441,CN1CCN(CC1)C(=O)OC2c3c(nccn3)C(=O)N2c4ccc(cn4)Cl,224263,neutral,3.2,0.69,388.808,-0.387,0.81,91.76,0,6,green,green,green
442,CN1[C@@H]2CC[C@H]1C[C@H](C2)OC(=O)C(CO)c3ccccc3,445395,basic,3.3,-0.41,289.369,2.148,1.57,49.77,1,3,green,green,green
443,CCN1CCCC1CNC(=O)c2cc(c(cc2OC)N)S(=O)(=O)CC,389011,neutral,3.4,0.09,369.479,1.19,0.25,101.73,2,4,green,green,green
444,COc1ccc2c(c1)c(ccn2)[C@@H]([C@H]3CC4CCN3C[C@@H]4C=C)O,27150,basic,3.4,0.86,324.417,3.043,2.51,45.59,1,3,green,green,green
445,c1ccc(c(c1)CC(=O)O)Nc2c(cccc2Cl)Cl,29890,acidic,3.5,1.1,296.149,3.998,4.26,49.33,1,2,yellow,green,green
446,Cc1nc(c(c(n1)Cl)NC2=NCCN2)OC,21698,basic,3.5,1.3,241.677,0.546,1.54,71.43,2,4,green,green,green
447,CNS(=O)(=O)CCc1ccc2c(c1)c(c[nH]2)C3CCN(CC3)C,250297,basic,3.5,-0.34,335.464,1.658,1.44,65.2,2,2,green,green,green
448,CN(C)C(=O)Oc1cccc(c1)[N+](C)(C)C.[Br-],79557,neutral,3.8,-2.25,303.195,-1.863,-2.25,29.54,0,2,green,green,green
449,CCC[C@@H]1C[C@H](N(C1)C)C(=O)N[C@H]([C@H](C)Cl)[C@@]2([C@@H]([C@@H]([C@H]([C@H](O2)SC)O)O)O)C,1503106,basic,3.9,0.95,439.01,2.25,1.32,102.26,4,5,green,yellow,green
450,Cc1c(ccnc1C[S+](c2[nH]c3ccccc3n2)[O-])OCCCOC,222203,neutral,4.0,2.09,359.443,2.307,2.09,83.09,1,5,green,green,yellow
451,Cc1ccc(cc1)c2c(n3cc(ccc3n2)C)CC(=O)N(C)C,80965,neutral,4.3,3.01,307.39,3.414,3.02,37.61,0,2,yellow,green,yellow
452,c1ccc(cc1)C2(CC2C3=NCCN3)c4ccccc4,139895,basic,4.4,0.69,262.349,2.713,3.0,24.39,1,1,green,green,green
453,Cc1c(ccnc1C[S+](c2[nH]c3ccccc3n2)[O-])OCC(F)(F)F,5975,neutral,4.4,3.03,369.361,2.985,3.03,73.86,1,4,yellow,green,yellow
454,COc1cc2c(cc1OC)nc(nc2N)N3CCN(CC3)C(=O)c4ccco4,97,neutral,4.5,1.43,383.401,1.494,1.65,106.95,1,6,green,green,green
455,CN(C)CCc1c[nH]c2c1cc(cc2)C[C@H]3COC(=O)N3,196215,basic,4.5,-0.09,287.357,2.274,2.04,57.36,2,2,green,green,green
456,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)OC)C)C)O)(C)O,570147,basic,4.7,2.22,747.953,3.927,3.24,182.91,4,13,yellow,red,yellow
457,CCN1CC(C(C1=O)(c2ccccc2)c3ccccc3)CCN4CCOCC4,581848,neutral,5.0,3.01,378.507,2.429,3.23,32.78,0,2,yellow,green,yellow
458,c1ccc2c(c1)c(ns2)N3CCN(CC3)CCc4cc5c(cc4Cl)NC(=O)C5,33664,neutral,5.0,4.13,412.936,4.76,4.3,48.47,1,2,yellow,yellow,red
459,CCC(C)n1c(=O)n(cn1)c2ccc(cc2)N3CCN(CC3)c4ccc(cc4)OC[C@H]5CO[C@](O5)(Cn6cncn6)c7ccc(cc7Cl)Cl,27986,neutral,5.1,7.31,705.633,6.243,7.31,104.18,0,7,red,red,red
460,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)COc3ccccc3)C(=O)O)C,24806,acidic,5.1,-2.64,350.39,2.136,0.76,95.94,1,5,green,green,green
461,CCN(CC)C(=O)/C(=C/c1cc(c(c(c1)O)O)[N+](=O)[O-])/C#N,92412,acidic,5.3,0.27,305.286,2.422,1.63,127.7,2,6,green,green,green
462,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,12506,basic,5.3,1.57,733.927,3.49,2.6,193.91,5,13,green,red,green
463,C[C@@]12CCN([C@@H]1N(c3c2cc(cc3)OC(=O)NC)C)C,9277,neutral,5.5,2.17,275.346,2.248,2.23,44.81,1,2,green,green,yellow
464,CCN(CC)CCNC(=O)c1ccc(cc1)N,27341,basic,5.5,-0.7,235.325,1.408,0.95,58.36,2,1,green,green,green
465,CN(C)CC1CCCCC1(c2cccc(c2)OC)O,699395,basic,5.5,0.62,263.375,2.833,2.45,32.7,1,2,green,green,green
466,CC[C@H](C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,9495,neutral,6.5,3.9,404.54,4.449,3.9,72.83,1,5,yellow,yellow,yellow
467,c1ccc2c(c1)c(=O)n(c(=O)[nH]2)CCN3CCC(CC3)C(=O)c4ccc(cc4)F,3683,neutral,6.6,3.36,395.427,2.485,3.61,75.17,1,3,yellow,green,yellow
468,CC(C)(C)NC[C@@H](COc1c(nsn1)N2CCOCC2)O,8531,basic,7.1,-0.97,316.42,1.723,1.34,79.74,2,5,green,green,green
469,CCCCc1nc(c(n1Cc2ccc(cc2)c3ccccc3c4[nH]nnn4)CO)Cl,408842,acidic,7.3,2.82,422.911,4.418,4.07,92.51,2,5,yellow,yellow,yellow
470,CC1=C(C(C(=C(N1)C)C(=O)OC)c2ccccc2[N+](=O)[O-])C(=O)OC,419596,neutral,7.3,1.82,346.335,2.851,1.82,107.77,1,6,green,green,green
471,CC[C@H]1C(=O)N(CC(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1)[C@@H]([C@H](C)C/C=C/C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,72873,neutral,7.4,3.64,1202.611,4.719,3.64,278.8,5,12,yellow,red,yellow
472,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@H](C[C@H](CC(=O)O)O)O)O,178796,acidic,7.7,-1.38,424.528,2.415,1.65,124.29,3,7,green,yellow,green
473,Cn1c2ccccc2c(n1)C(=O)NC3CC4CCCC(C3)N4C,54547,basic,8.1,0.27,312.409,1.854,1.88,50.16,1,2,green,green,green
474,Cc1cnc(c(c1OC)C)C[S+](c2[nH]c3ccc(cc3n2)OC)[O-],419601,neutral,8.3,2.43,345.416,2.672,2.43,83.09,1,5,green,green,yellow
475,CCCc1nc2c(cc(cc2n1Cc3ccc(cc3)c4ccccc4C(=O)O)c5nc6ccccc6n5C)C,116949,acidic,8.3,5.02,514.617,6.93,5.29,72.94,0,4,red,red,red
476,Cc1ccc(c(c1)[C@H](CCN(C(C)C)C(C)C)c2ccccc2)O,321964,basic,8.4,2.76,325.488,5.114,5.1,23.47,1,1,red,green,yellow
477,c1c-2c(=O)ncnc2[nH][nH]1,395607,neutral,9.3,-1.89,136.111,0.307,-1.76,74.43,2,3,green,green,green
478,CC[C@@H]1[C@@]([C@@H]([C@H](N(C[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O,12428,basic,9.6,-1.23,748.984,4.246,2.44,180.08,5,12,green,red,green
479,c1ccc2c(c1)OCC(O2)C3=NCCN3,6784,basic,10.0,-0.45,204.225,0.298,0.77,42.85,1,3,green,green,green
480,CNCCCN1c2ccccc2CCc3c1cccc3,6243,basic,10.8,1.37,266.381,3.43,3.9,15.27,1,0,yellow,green,green
481,CC1=C(C(C(=C(N1)C)C(=O)OCCN(C)Cc2ccccc2)c3cccc(c3)[N+](=O)[O-])C(=O)OC,407549,basic,10.9,2.71,479.525,4.703,3.56,111.01,1,6,yellow,yellow,yellow
482,CC(CN1CCCCC1)c2ccccc2NC(=O)c3ccc(cc3)OC,561929,basic,12.2,2.49,352.47,4.016,3.7,41.57,1,2,yellow,green,yellow
483,CCCc1nc(c2n1[nH]c(nc2=O)c3cc(ccc3OCC)S(=O)(=O)N4CCN(CC4)CC)C,421326,neutral,13.0,1.31,488.603,3.201,1.32,112.9,1,6,green,yellow,green
484,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](Cc3c2c(c4c(c3O)C(=O)c5cccc(c5C4=O)OC)O)(C(=O)CO)O)N)O,78759,basic,13.2,0.1,543.519,0.435,0.86,206.07,6,11,green,red,green
485,COC(=O)Nc1[nH]c2cc(ccc2n1)C(=O)c3ccccc3,29637,neutral,14.8,3.23,295.293,2.887,3.26,84.08,2,4,yellow,green,yellow
486,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)c2cccc(c2)[N+](=O)[O-])C(=O)OCCOC,365248,neutral,15.0,2.54,418.44,3.746,2.54,117.0,1,7,green,yellow,yellow
487,CC1=C(C(C(=C(N1)C)C(=O)OCC(C)C)c2ccccc2[N+](=O)[O-])C(=O)OC,554892,neutral,15.0,3.06,388.414,3.826,3.06,107.77,1,6,yellow,green,yellow
488,CN1[C@H]2CC(C[C@H]1[C@H]3[C@H]2O3)OC(=O)[C@H](CO)c4ccccc4,675020,neutral,15.0,0.76,303.353,1.29,0.89,62.3,1,4,green,green,green
489,CNS(=O)(=O)Cc1ccc2c(c1)c(c[nH]2)CCN(C)C,27111,basic,15.3,-1.24,295.4,1.213,0.74,65.2,2,2,green,green,green
490,CCOC(=O)[C@]1(CCC=C[C@H]1N(C)C)c2ccccc2,567141,basic,15.7,2.13,273.37,3.1,3.35,29.54,0,2,yellow,green,yellow
491,CN(C)CCCN1c2ccccc2Sc3c1cc(cc3)Cl,6216,basic,15.8,2.74,318.864,4.869,4.54,6.48,0,0,yellow,green,yellow
492,CC(C)n1c2ccccc2c(c1/C=C/[C@H](C[C@H](CC(=O)O)O)O)c3ccc(cc3)F,140116,acidic,16.0,1.06,411.466,3.885,3.83,82.69,2,4,yellow,yellow,green
493,CCN(c1cccc(c1)c2ccnc3n2ncc3C#N)C(=O)C,421332,neutral,16.0,1.53,305.334,2.792,1.53,74.29,0,4,green,green,green
494,CC(C)[C@@](CCCN(C)CCc1ccc(c(c1)OC)OC)(C#N)c2ccc(c(c2)OC)OC,447087,basic,16.5,2.79,454.602,4.689,5.04,63.95,0,5,red,yellow,yellow
495,C[C@H](Cc1ccccc1)N(C)CC#C,96021,basic,19.8,1.55,187.281,2.5,2.85,3.24,0,0,green,green,green
496,C1C2CC3CC1CC(C2)(C3)N,27647,basic,0.0,-1.38,151.249,1.378,1.47,26.02,1,0,green,green,green
497,CC(C)NCC(COc1ccc(cc1)CC(=O)N)O,1279,basic,0.03,-1.8,266.336,0.775,0.43,84.58,3,3,green,green,green
498,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,444750,acidic,0.0,-2.42,217.285,-0.163,0.73,57.61,0,3,green,green,green
499,CCCNC(=O)NS(=O)(=O)c1ccc(cc1)Cl,8516,acidic,0.036,1.0,276.74,1.939,1.94,75.27,2,3,green,green,green
500,CC1=NS(=O)(=O)c2cc(ccc2N1)Cl,364859,acidic,0.0,1.0,230.671,2.181,1.0,58.53,1,3,green,green,green
501,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5C[C@H]([C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)O)C)C)C)O)O,581814,acidic,0.0,1.92,780.938,3.169,2.37,203.06,6,14,green,red,green
502,C[C@@H](C(=O)N1CCC[C@H]1C(=O)O)N[C@@H](CCc2ccccc2)C(=O)O,16759,zwitterionic,0.0,-4.01,348.394,0.668,-1.22,106.94,1,5,green,green,green
503,c1c(c([nH]c(=O)n1)N)F,393942,neutral,0.02,-1.01,129.092,-0.91,-0.95,71.77,2,2,green,green,green
504,C[C@H]1[C@H](O1)P(=O)(O)O,581859,acidic,0.02,-3.18,138.059,-0.196,-0.74,70.06,2,4,green,green,green
505,C1CCC(CC1)(CC(=O)O)CN,88316,zwitterionic,0.0,-1.27,171.237,0.349,-1.51,63.32,1,2,green,green,green
506,C[C@H]([C@](Cn1cncn1)(c2ccc(cc2F)F)O)S(=O)(=O)C,50321,neutral,0.038,0.27,331.338,0.024,0.27,85.08,1,5,green,green,green
507,c1ccc(cc1)CC[C@@H](C(=O)O)N[C@@H](CCCCN)C(=O)N2CCC[C@H]2C(=O)O,230659,zwitterionic,0.0,-3.18,405.488,-0.016,-3.41,132.96,2,5,green,yellow,green
508,CN(C)C(=N)NC(=N)N,369464,basic,0.0,-5.62,129.164,-0.946,-0.92,88.99,4,0,green,green,green
509,C1[C@@H]([C@H]([C@@H]([C@H](N1CCO)CO)O)O)O,445681,basic,0.0,-3.6,207.224,-1.976,-3.19,104.39,5,5,green,green,green
510,CCC1(C(=O)NC(=O)NC1=O)c2ccccc2,2217,neutral,0.0479,1.33,232.235,1.143,1.41,75.27,2,3,green,green,green
511,C[C@@H](C(=O)N1Cc2ccccc2C[C@H]1C(=O)O)N[C@@H](CCc3ccccc3)C(=O)O,561889,zwitterionic,0.0,-2.68,410.463,1.841,0.13,106.94,1,5,green,yellow,green
512,Cc1ccc(cc1NC(=O)c2cccc(c2)NC(=O)Nc3cccc(c3)C(=O)Nc4cc(ccc4C)C(=O)Nc5ccc(c6c5c(cc(c6)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O)C(=O)Nc7ccc(c8c7c(cc(c8)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O,29061,acidic,0.0011,-8.68,1297.28,5.06,4.28,483.75,12,23,yellow,red,green
513,CN1C(=C(c2c(ccs2)S1(=O)=O)O)C(=O)Nc3ccccn3,112102,acidic,0.0297,-1.91,337.374,1.501,-0.52,99.6,2,5,green,green,green
514,CCO[C@@H](Cc1ccc(cc1)OCCc2ccc(cc2)OS(=O)(=O)C)C(=O)O,33827,acidic,0.032,-0.15,408.465,3.193,3.14,99.13,0,7,yellow,yellow,green
515,C[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](O[C@H]([C@@H]([C@H]3O)O)O)CO)CO)O)O)N[C@H]4C=C([C@H]([C@@H]([C@H]4O)O)O)CO,448986,neutral,0.1,-7.77,645.605,-3.051,-7.61,321.17,14,18,green,red,green
516,Cc1nnc(s1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)Cn4cnnn4)SC2)C(=O)O,371631,acidic,0.1,-4.99,454.507,-0.475,-1.52,156.09,1,9,green,yellow,green
517,Cn1c(nc(=O)c(n1)O)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)/C(=N\OC)/c4csc(n4)N)SC2)C(=O)O,83724,acidic,0.1,-5.5,554.58,0.073,-0.93,215.22,3,11,green,red,green
518,CO/N=C(/c1ccco1)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)COC(=O)N)C(=O)O,371655,acidic,0.1,-4.36,424.385,0.224,-0.9,173.76,2,9,green,yellow,green
519,c1cc(c(cc1F)F)C(Cn2cncn2)(Cn3cncn3)O,13758,neutral,0.1,0.56,306.271,0.019,0.56,81.65,1,5,green,green,green
520,C1C(CN(C1=O)CC(=O)N)O,53624,neutral,0.1,-2.6,158.155,-2.126,-2.6,83.63,2,3,green,green,green
521,c1ccc(cc1)N2C(=O)C(C(=O)N2c3ccccc3)CC[S+](c4ccccc4)[O-],60232,acidic,0.1,1.09,404.481,2.843,3.19,63.68,0,3,yellow,yellow,green
522,CCN1CCCC1CNC(=O)c2cc(ccc2OC)S(=O)(=O)N,1333,basic,0.1,-0.7,341.426,0.863,0.22,101.73,2,4,green,green,green
523,CC(=O)CC(c1ccccc1)c2c(c3ccccc3oc2=O)O,394165,acidic,0.1,0.94,308.328,3.534,2.74,67.51,1,4,green,green,green
524,c1cc2c(cc1)C(=O)C(=C(C2=O)[C@H]3CC[C@@H](CC3)c4ccc(cc4)Cl)O,378315,acidic,0.2,3.33,366.837,5.908,5.0,54.37,1,3,yellow,green,yellow
525,CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](c3ccc(cc3)O)N)SC1)C(=O)O,485902,zwitterionic,0.2,-2.7,363.388,-0.252,-3.84,132.96,3,5,green,green,green
526,Cc1nnc(s1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)[C@@H](c4ccccc4)O)SC2)C(=O)O,1248725,acidic,0.2,-2.91,478.565,1.528,0.55,132.72,2,7,green,yellow,green
527,CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CCC=CC3)N)SC1)C(=O)O,454576,zwitterionic,0.2,-2.64,349.405,0.586,-3.93,112.73,2,4,green,green,green
528,Cc1c(nc[nH]1)CSCC/N=C(\NC)/NC#N,1620,neutral,0.2,-0.22,252.339,0.09,-0.11,88.89,3,3,green,green,green
529,c1ccc(cc1)C(=O)c2ccc3n2CCC3C(=O)O,5080,acidic,0.2,-0.96,255.269,2.136,2.28,59.3,0,3,green,green,green
530,CCCN(CCC)S(=O)(=O)c1ccc(cc1)C(=O)O,77474,acidic,0.2,-0.92,285.359,2.703,2.44,74.68,0,4,green,green,green
531,c1cc(cnc1)CC(O)(P(=O)(O)O)P(=O)(O)O,83772,acidic,0.2,-6.73,283.112,-1.706,-3.34,148.18,5,8,green,green,green
532,CCN(CC)CCNC(=O)c1ccc(cc1)NS(=O)(=O)C,160578,basic,0.2,-1.48,313.416,1.758,-0.45,78.51,2,3,green,green,green
533,c1cnc(nc1)NS(=O)(=O)c2ccc(cc2)N,2131,acidic,0.2,-0.05,250.277,0.344,0.39,97.97,2,4,green,green,green
534,c1ccnc(c1)NS(=O)(=O)c2ccc(cc2)N=Nc3ccc(c(c3)C(=O)O)O,1223,acidic,0.2,0.25,398.393,3.907,3.94,141.31,2,8,yellow,green,green
535,Cc1c(noc1NS(=O)(=O)c2ccc(cc2)N)C,2484,acidic,0.2,-0.14,267.304,1.224,0.73,98.22,2,4,green,green,green
536,CCCCNC(=O)NS(=O)(=O)c1ccc(cc1)C,46726,acidic,0.2,1.36,270.348,2.106,2.3,75.27,2,3,green,green,green
537,CC(=O)N[C@@H]1[C@H](C=C(O[C@H]1[C@@H]([C@@H](CO)O)O)C(=O)O)N=C(N)N,373806,zwitterionic,0.2,-5.83,332.31,-3.092,-6.06,200.72,6,8,green,green,green
538,c1cn(c(=O)nc1N)C[C@@H](CO)OCP(=O)(O)O,48701,acidic,0.3,-4.7,279.187,-2.173,-4.15,147.9,4,7,green,green,green
539,C[C@H]1c2cccc(c2C(=O)C3=C([C@]4([C@@H]([C@H]([C@H]13)O)[C@@H](C(=C(C4=O)C(=O)N)O)N(C)C)O)O)O,371546,acidic,0.3,-3.57,444.435,-0.181,-3.37,181.62,6,8,green,yellow,green
540,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)NC(C)(C)C)CC=C4[C@@]3(CCC(=C4)C(=O)O)C,225763,acidic,0.3,1.44,399.566,4.146,4.18,66.4,1,3,yellow,green,green
541,C[C@@H]1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@@H](O2)O[C@@H]3c4cc5c(cc4[C@H]([C@@H]6[C@@H]3COC6=O)c7cc(c(c(c7)OC)O)OC)OCO5)O)O,68607,neutral,0.3,1.16,588.557,0.882,1.16,160.83,3,13,green,red,green
542,C[C@H]([C@@H]1CC[C@H]([C@H](O1)O[C@@H]2[C@H](C[C@H]([C@@H]([C@H]2O)O[C@@H]3[C@@H]([C@H]([C@@](CO3)(C)O)NC)O)N)N)N)N.C[C@H]([C@@H]1CC[C@H]([C@H](O1)O[C@@H]2[C@H](C[C@H]([C@@H]([C@H]2O)O[C@@H]3[C@@H]([C@H]([C@@](CO3)(C)O)NC)O)N)N)N)NC.C[C@@]1(CO[C@@H]([C@@H]([C@H]1NC)O)O[C@H]2[C@@H](C[C@@H]([C@H]([C@@H]2O)O[C@@H]3[C@@H](CC[C@H](O3)CN)N)N)N)O,675210,basic,0.3,-11.79,1390.707,-10.62,-3.14,627.17,24,21,green,red,green
543,c1cc(ccc1CNC(=O)[C@@H]2CCN2C(=O)[C@@H](C3CCCCC3)NCC(=O)O)C(=N)N,2451,zwitterionic,0.3,-1.73,429.513,0.919,-4.59,148.61,4,4,green,yellow,green
544,Cc1ccccc1N2C(Nc3cc(c(cc3C2=O)S(=O)(=O)N)Cl)C,73548,neutral,0.3,2.94,365.835,2.398,2.94,92.5,2,3,green,green,yellow
545,CCC(CC)O[C@@H]1C=C(C[C@@H]([C@H]1NC(=O)C)N)C(=O)O,28675,zwitterionic,0.3,-1.84,284.351,0.415,-2.07,101.65,2,4,green,green,green
546,CC(C)NCC(COc1ccc(cc1)NC(=O)C)O,1380,basic,0.3,-1.39,266.336,1.345,0.83,70.59,3,3,green,green,green
547,CC(C)NCC(c1ccc(cc1)NS(=O)(=O)C)O,5528,basic,0.3,-2.12,272.364,1.036,-0.41,78.43,3,3,green,green,green
548,CCCCC(=O)N(Cc1ccc(cc1)c2ccccc2c3n[nH]nn3)[C@@H](C(C)C)C(=O)O,139045,acidic,0.3,2.05,435.519,4.215,5.27,112.07,1,6,red,yellow,yellow
549,C[C@H]1[C@H]([C@@](C[C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2Oc3c4cc5cc3Oc6ccc(cc6Cl)[C@H]([C@H](C(=O)N[C@H](C(=O)N[C@H]5C(=O)N[C@@H]7c8ccc(c(c8)-c9c(cc(cc9O)O)[C@H](NC(=O)[C@H]([C@@H](c1ccc(c(c1)Cl)O4)O)NC7=O)C(=O)O)O)CC(=O)N)NC(=O)[C@@H](CC(C)C)NC)O)CO)O)O)(C)N)O,70140,zwitterionic,0.3,-4.86,1449.254,0.58,-7.55,530.49,18,24,green,red,green
550,c1nc(c2c(n1)n(cn2)CCOCP(=O)(O)O)N,6078,acidic,0.4,-3.96,273.186,-0.903,-4.37,136.38,3,7,green,green,green
