NAME,STATE,pKa,pH,IONIZED
674397,basic,8.76,3,99.9998262202
674397,basic,8.76,4,99.9982622294
674397,basic,8.76,5,99.9826250111
674397,basic,8.76,6,99.8265213884
674397,basic,8.76,7,98.2918828453
674397,basic,8.76,8,85.1948345853
674397,basic,8.76,9,36.5256664948
674397,basic,8.76,10,5.44128604339
674398,basic,8.96,2,99.9999890352
674398,basic,8.96,3,99.9998903523
674398,basic,8.96,4,99.9989035338
674398,basic,8.96,5,99.9890364202
674398,basic,8.96,6,99.8904722751
674398,basic,8.96,7,98.9154140523
674398,basic,8.96,8,90.1186829122
674398,basic,8.96,9,47.6990412702
674398,basic,8.96,10,8.35786229305
674399,acidic,1.03,2,90.3218404295
674399,acidic,1.03,3,98.9398405084
674399,acidic,1.03,4,99.8929627619
674399,acidic,1.03,5,99.989285955
674399,acidic,1.03,6,99.9989284922
674399,acidic,1.03,7,99.9998928482
674399,acidic,1.03,8,99.9999892848
674399,acidic,1.03,9,99.9999989285
674399,acidic,1.03,10,99.9999998928
674401,basic,8.64,2,99.9999770913
674401,basic,8.64,3,99.9997709138
674401,basic,8.64,4,99.9977091848
674401,basic,8.64,5,99.9770965703
674401,basic,8.64,6,99.7714368427
674401,basic,8.64,7,97.7604377543
674401,basic,8.64,8,81.3612210506
674401,basic,8.64,9,30.387122957
674401,basic,8.64,10,4.1825819963
674405,basic,7.48,2,99.99966887
674405,basic,7.48,3,99.9966887984
674405,basic,7.48,4,99.966897849
674405,basic,7.48,5,99.6699617379
674405,basic,7.48,6,96.7948221972
674405,basic,7.48,7,75.1240793534
674405,basic,7.48,8,23.1947996832
674405,basic,7.48,9,2.93142412705
674405,basic,7.48,10,0.301085907137
674407,acidic,-3.03,2,99.9990667544
674407,acidic,-3.03,3,99.9999066747
674407,acidic,-3.03,4,99.9999906675
674407,acidic,-3.03,5,99.9999990667
674407,acidic,-3.03,6,99.9999999067
674407,acidic,-3.03,7,99.9999999907
674407,acidic,-3.03,8,99.9999999991
674407,acidic,-3.03,9,99.9999999999
674407,acidic,-3.03,10,100.0
674409,acidic,3.05,2,8.18318247552
674409,acidic,3.05,3,47.1249436108
674409,acidic,3.05,4,89.9117371643
674409,acidic,3.05,5,98.8904311134
674409,acidic,3.05,6,99.887923906
674409,acidic,3.05,7,99.9887810742
674409,acidic,3.05,8,99.9988779941
674409,acidic,3.05,9,99.9998877983
674409,acidic,3.05,10,99.9999887798
674410,acidic,1.8,2,61.3136820153
674410,acidic,1.8,3,94.0649056897
674410,acidic,1.8,4,99.3729987659
674410,acidic,1.8,5,99.9369440512
674410,acidic,1.8,6,99.9936908246
674410,acidic,1.8,7,99.9993690466
674410,acidic,1.8,8,99.9999369043
674410,acidic,1.8,9,99.9999936904
674410,acidic,1.8,10,99.999999369
674412,basic,8.14,2,99.9999275565
674412,basic,8.14,3,99.9992755693
674412,basic,8.14,4,99.9927561652
674412,basic,8.14,5,99.9276088467
674412,basic,8.14,6,99.280774369
674412,basic,8.14,7,93.2449971003
674412,basic,8.14,8,57.9899760358
674412,basic,8.14,9,12.1295048788
674412,basic,8.14,10,1.36158910288
674414,acidic,4.95,2,0.112076093984
674414,acidic,4.95,3,1.10956888663
674414,acidic,4.95,4,10.0882628357
674414,acidic,4.95,5,52.8750563892
674414,acidic,4.95,6,91.8168175245
674414,acidic,4.95,7,99.116622175
674414,acidic,4.95,8,99.9109542683
674414,acidic,4.95,9,99.9910882849
674414,acidic,4.95,10,99.999108757
674415,basic,8.96,2,99.9999890352
674415,basic,8.96,3,99.9998903523
674415,basic,8.96,4,99.9989035338
674415,basic,8.96,5,99.9890364202
674415,basic,8.96,6,99.8904722751
674415,basic,8.96,7,98.9154140523
674415,basic,8.96,8,90.1186829122
674415,basic,8.96,9,47.6990412702
674415,basic,8.96,10,8.35786229305
674418,acidic,2.38,2,29.4218640288
674418,acidic,2.38,3,80.6527522817
674418,acidic,2.38,4,97.6573630278
674418,acidic,2.38,5,99.760690771
674418,acidic,2.38,6,99.9760174238
674418,acidic,2.38,7,99.9976012246
674418,acidic,2.38,8,99.9997601173
674418,acidic,2.38,9,99.9999760117
674418,acidic,2.38,10,99.9999976012
674420,basic,9.2,2,99.9999936904
674420,basic,9.2,3,99.9999369043
674420,basic,9.2,4,99.9993690466
674420,basic,9.2,5,99.9936908246
674420,basic,9.2,6,99.9369440512
674420,basic,9.2,7,99.3729987659
674420,basic,9.2,8,94.0649056897
674420,basic,9.2,9,61.3136820153
674420,basic,9.2,10,13.6806888603
674424,basic,8.42,2,99.9999619811
674424,basic,8.42,3,99.999619812
674424,basic,8.42,4,99.9961982506
674424,basic,8.42,5,99.9619955093
674424,basic,8.42,6,99.6212505689
674424,basic,8.42,7,96.3373558824
674424,basic,8.42,8,72.4538242843
674424,basic,8.42,9,20.8251162492
674424,basic,8.42,10,2.56285795931
674425,acidic,2.52,2,23.1947996832
674425,acidic,2.52,3,75.1240793534
674425,acidic,2.52,4,96.7948221972
674425,acidic,2.52,5,99.6699617379
674425,acidic,2.52,6,99.966897849
674425,acidic,2.52,7,99.9966887984
674425,acidic,2.52,8,99.99966887
674425,acidic,2.52,9,99.9999668869
674425,acidic,2.52,10,99.9999966887
674426,basic,9.17,2,99.9999932392
674426,basic,9.17,3,99.9999323917
674426,basic,9.17,4,99.9993239216
674426,basic,9.17,5,99.9932396273
674426,basic,9.17,6,99.9324373804
674426,basic,9.17,7,99.3284572111
674426,basic,9.17,8,93.6673124689
674426,basic,9.17,9,59.6629173306
674426,basic,9.17,10,12.8852201595
674429,basic,8.36,2,99.9999563484
674429,basic,8.36,3,99.9995634861
674429,basic,8.36,4,99.9956350322
674429,basic,8.36,5,99.9563674631
674429,basic,8.36,6,99.565381347
674429,basic,8.36,7,95.8174180037
674429,basic,8.36,8,69.612877043
674429,basic,8.36,9,18.6387789494
674429,basic,8.36,10,2.23956224572
674430,basic,8.96,2,99.9999890352
674430,basic,8.96,3,99.9998903523
674430,basic,8.96,4,99.9989035338
674430,basic,8.96,5,99.9890364202
674430,basic,8.96,6,99.8904722751
674430,basic,8.96,7,98.9154140523
674430,basic,8.96,8,90.1186829122
674430,basic,8.96,9,47.6990412702
674430,basic,8.96,10,8.35786229305
674433,acidic,3.38,2,4.00186820171
674433,acidic,3.38,3,29.4218640288
674433,acidic,3.38,4,80.6527522817
674433,acidic,3.38,5,97.6573630278
674433,acidic,3.38,6,99.760690771
674433,acidic,3.38,7,99.9760174238
674433,acidic,3.38,8,99.9976012246
674433,acidic,3.38,9,99.9997601173
674433,acidic,3.38,10,99.9999760117
674434,basic,8.22,2,99.9999397441
674434,basic,8.22,3,99.999397444
674434,basic,8.22,4,99.9939747672
674434,basic,8.22,5,99.9397803273
674434,basic,8.22,6,99.4010494479
674434,basic,8.22,7,94.316847916
674434,basic,8.22,8,62.4001758618
674434,basic,8.22,9,14.2336681446
674434,basic,8.22,10,1.63249424666
674438,acidic,2.8,2,13.6806888603
674438,acidic,2.8,3,61.3136820153
674438,acidic,2.8,4,94.0649056897
674438,acidic,2.8,5,99.3729987659
674438,acidic,2.8,6,99.9369440512
674438,acidic,2.8,7,99.9936908246
674438,acidic,2.8,8,99.9993690466
674438,acidic,2.8,9,99.9999369043
674438,acidic,2.8,10,99.9999936904
674442,basic,9.31,2,99.9999951022
674442,basic,9.31,3,99.9999510221
674442,basic,9.31,4,99.9995102236
674442,basic,9.31,5,99.9951024517
674442,basic,9.31,6,99.9510460946
674442,basic,9.31,7,99.5126083218
674442,basic,9.31,8,95.3308946947
674442,basic,9.31,9,67.1240580816
674442,basic,9.31,10,16.9555088647
674444,basic,9.08,2,99.9999916824
674444,basic,9.08,3,99.9999168237
674444,basic,9.08,4,99.9991682431
674444,basic,9.08,5,99.9916830541
674444,basic,9.08,6,99.9168927485
674444,basic,9.08,7,99.1750974693
674444,basic,9.08,8,92.3210680303
674444,basic,9.08,9,54.592192278
674444,basic,9.08,10,10.7323339994
674446,acidic,3.66,2,2.14092332505
674446,acidic,3.66,3,17.9504792714
674446,acidic,3.66,4,68.6300257683
674446,acidic,3.66,5,95.6289152264
674446,acidic,3.66,6,99.5449916
674446,acidic,3.66,7,99.9543120645
674446,acidic,3.66,8,99.995429327
674446,acidic,3.66,9,99.9995429139
674446,acidic,3.66,10,99.9999542912
674448,basic,8.51,2,99.9999690971
674448,basic,8.51,3,99.9996909714
674448,basic,8.51,4,99.9969098001
674448,basic,8.51,5,99.9691065927
674448,basic,8.51,6,99.6919225072
674448,basic,8.51,7,97.002341084
674448,basic,8.51,8,76.3924699145
674448,basic,8.51,9,24.4481117929
674448,basic,8.51,10,3.13450594515
674455,acidic,2.03,2,48.2737475568
674455,acidic,2.03,3,90.3218404295
674455,acidic,2.03,4,98.9398405084
674455,acidic,2.03,5,99.8929627619
674455,acidic,2.03,6,99.989285955
674455,acidic,2.03,7,99.9989284922
674455,acidic,2.03,8,99.9998928482
674455,acidic,2.03,9,99.9999892848
674455,acidic,2.03,10,99.9999989285
674456,basic,9.13,2,99.9999925869
674456,basic,9.13,3,99.999925869
674456,basic,9.13,4,99.9992586953
674456,basic,9.13,5,99.9925874471
674456,basic,9.13,6,99.9259238892
674456,basic,9.13,7,99.2641447292
674456,basic,9.13,8,93.0985119632
674456,basic,9.13,9,57.4280203655
674456,basic,9.13,10,11.8862216446
674457,basic,8.38,2,99.9999583131
674457,basic,8.38,3,99.9995831324
674457,basic,8.38,4,99.9958314799
674457,basic,8.38,5,99.9583304324
674457,basic,8.38,6,99.5848612031
674457,basic,8.38,7,95.9981317983
674457,basic,8.38,8,70.5781359712
674457,basic,8.38,9,19.3472477183
674457,basic,8.38,10,2.34263697216
674459,acidic,2.13,2,42.5719796345
674459,acidic,2.13,3,88.1137783554
674459,acidic,2.13,4,98.6689919223
674459,acidic,2.13,5,99.8652854367
674459,acidic,2.13,6,99.9865121906
674459,acidic,2.13,7,99.9986510553
674459,acidic,2.13,8,99.9998651039
674459,acidic,2.13,9,99.9999865104
674459,acidic,2.13,10,99.999998651
674461,basic,8.38,2,99.9999583131
674461,basic,8.38,3,99.9995831324
674461,basic,8.38,4,99.9958314799
674461,basic,8.38,5,99.9583304324
674461,basic,8.38,6,99.5848612031
674461,basic,8.38,7,95.9981317983
674461,basic,8.38,8,70.5781359712
674461,basic,8.38,9,19.3472477183
674461,basic,8.38,10,2.34263697216
674463,basic,9.47,2,99.9999966116
674463,basic,9.47,3,99.9999661156
674463,basic,9.47,4,99.999661157
674463,basic,9.47,5,99.9966116733
674463,basic,9.47,6,99.966127062
674463,basic,9.47,7,99.6623001202
674463,basic,9.47,8,96.7226108545
674463,basic,9.47,9,74.6912921429
674463,basic,9.47,10,22.7871326531
674466,basic,7.42,2,99.999619812
674466,basic,7.42,3,99.9961982506
674466,basic,7.42,4,99.9619955093
674466,basic,7.42,5,99.6212505689
674466,basic,7.42,6,96.3373558824
674466,basic,7.42,7,72.4538242843
674466,basic,7.42,8,20.8251162492
674466,basic,7.42,9,2.56285795931
674466,basic,7.42,10,0.262336783146
674468,basic,8.39,2,99.999959262
674468,basic,8.39,3,99.9995926214
674468,basic,8.39,4,99.9959263632
674468,basic,8.39,5,99.9592785613
674468,basic,8.39,6,99.5942725757
674468,basic,8.39,7,96.0856597248
674468,basic,8.39,8,71.054001237
674468,basic,8.39,9,19.7090829846
674468,basic,8.39,10,2.39589662756
674469,basic,9.94,2,99.9999988518
674469,basic,9.94,3,99.9999885185
674469,basic,9.94,4,99.9998851848
674469,basic,9.94,5,99.9988518596
674469,basic,9.94,6,99.9885197819
674469,basic,9.94,7,99.8853163123
674469,basic,9.94,8,98.8648793078
674469,basic,9.94,9,89.7009526377
674469,basic,9.94,10,46.5516055273
674470,basic,8.07,2,99.9999148863
674470,basic,8.07,3,99.9991488692
674470,basic,8.07,4,99.991489344
674470,basic,8.07,5,99.9149585782
674470,basic,8.07,6,99.1560451823
674470,basic,8.07,7,92.1562325057
674470,basic,8.07,8,54.0208228324
674470,basic,8.07,9,10.5137210356
674470,basic,8.07,10,1.16125400997
674472,basic,9.55,2,99.9999971816
674472,basic,9.55,3,99.9999718162
674472,basic,9.55,4,99.9997181625
674472,basic,9.55,5,99.9971816965
674472,basic,9.55,6,99.9718241117
674472,basic,9.55,7,99.7189538027
674472,basic,9.55,8,97.2588725373
674472,basic,9.55,9,78.0129603993
674472,basic,9.55,10,26.189096746
674473,acidic,6.55,2,0.00281830350068
674473,acidic,6.55,3,0.0281758882684
674473,acidic,6.55,4,0.281046197321
674473,acidic,6.55,5,2.74112746273
674473,acidic,6.55,6,21.9870396007
674473,acidic,6.55,7,73.810903254
674473,acidic,6.55,8,96.5734448715
674473,acidic,6.55,9,99.6464410851
674473,acidic,6.55,10,99.9645312459
674474,acidic,3.03,2,8.53592420995
674474,acidic,3.03,3,48.2737475568
674474,acidic,3.03,4,90.3218404295
674474,acidic,3.03,5,98.9398405084
674474,acidic,3.03,6,99.8929627619
674474,acidic,3.03,7,99.989285955
674474,acidic,3.03,8,99.9989284922
674474,acidic,3.03,9,99.9998928482
674474,acidic,3.03,10,99.9999892848
674481,acidic,3.59,2,2.50598212394
674481,acidic,3.59,3,20.4480099687
674481,acidic,3.59,4,71.9919005947
674481,acidic,3.59,5,96.2552367464
674481,acidic,3.59,6,99.6124625506
674481,acidic,3.59,7,99.9611106152
674481,acidic,3.59,8,99.9961096999
674481,acidic,3.59,9,99.9996109564
674481,acidic,3.59,10,99.9999610955
674482,basic,7.5,2,99.9996837732
674482,basic,7.5,3,99.9968378223
674482,basic,7.5,4,99.9683872202
674482,basic,7.5,5,99.6847690817
674482,basic,7.5,6,96.9346569968
674482,basic,7.5,7,75.9746926648
674482,basic,7.5,8,24.0253073352
674482,basic,7.5,9,3.06534300317
674482,basic,7.5,10,0.315230918326
674483,basic,8.81,2,99.9999845118
674483,basic,8.81,3,99.9998451186
674483,basic,8.81,4,99.9984512074
674483,basic,8.81,5,99.9845142323
674483,basic,8.81,6,99.8453578504
674483,basic,8.81,7,98.4748058417
674483,basic,8.81,8,86.5889582455
674483,basic,8.81,9,39.2338935873
674483,basic,8.81,10,6.06495585094
674485,acidic,3.46,2,3.35117105484
674485,acidic,3.46,3,25.7464441057
674485,acidic,3.46,4,77.6154575342
674485,acidic,3.46,5,97.1968132848
674485,acidic,3.46,6,99.7124262215
674485,acidic,3.46,7,99.9711680002
674485,acidic,3.46,8,99.9971160517
674485,acidic,3.46,9,99.9997115977
674485,acidic,3.46,10,99.9999711597
674490,acidic,6.05,2,0.00891171512389
674490,acidic,6.05,3,0.0890457317214
674490,acidic,6.05,4,0.883377824981
674490,acidic,6.05,5,8.18318247552
674490,acidic,6.05,6,47.1249436108
674490,acidic,6.05,7,89.9117371643
674490,acidic,6.05,8,98.8904311134
674490,acidic,6.05,9,99.887923906
674490,acidic,6.05,10,99.9887810742
674491,basic,7.91,2,99.9998769733
674491,basic,7.91,3,99.9987697464
674491,basic,7.91,4,99.9876988257
674491,basic,7.91,5,99.8771242931
674491,basic,7.91,6,98.784682896
674491,basic,7.91,7,89.0450638723
674491,basic,7.91,8,44.8376452689
674491,basic,7.91,9,7.51727787603
674491,basic,7.91,10,0.806276851867
674494,basic,8.88,2,99.9999868174
674494,basic,8.88,3,99.9998681745
674494,basic,8.88,4,99.9986817606
674494,basic,8.88,5,99.9868191702
674494,basic,8.88,6,99.8683478774
674494,basic,8.88,7,98.6988951636
674494,basic,8.88,8,88.3528288056
674494,basic,8.88,9,43.1358608116
674494,basic,8.88,10,7.05090956252
674500,basic,9.65,2,99.9999977613
674500,basic,9.65,3,99.9999776128
674500,basic,9.65,4,99.9997761284
674500,basic,9.65,5,99.997761329
674500,basic,9.65,6,99.9776177994
674500,basic,9.65,7,99.7766279539
674500,basic,9.65,8,97.8103001352
674500,basic,9.65,9,81.70788342
674500,basic,9.65,10,30.8763847585
674501,basic,9.24,2,99.9999942456
674501,basic,9.24,3,99.999942456
674501,basic,9.24,4,99.9994245634
674501,basic,9.24,5,99.9942459317
674501,basic,9.24,6,99.9424891003
674501,basic,9.24,7,99.4278524283
674501,basic,9.24,8,94.5587139566
674501,basic,9.24,9,63.4743335052
674501,basic,9.24,10,14.8051654147
674510,acidic,3.78,2,1.63249424666
674510,acidic,3.78,3,14.2336681446
674510,acidic,3.78,4,62.4001758618
674510,acidic,3.78,5,94.316847916
674510,acidic,3.78,6,99.4010494479
674510,acidic,3.78,7,99.9397803273
674510,acidic,3.78,8,99.9939747672
674510,acidic,3.78,9,99.999397444
674510,acidic,3.78,10,99.9999397441
674511,basic,8.18,2,99.9999339307
674511,basic,8.18,3,99.9993393109
674511,basic,8.18,4,99.993393502
674511,basic,8.18,5,99.933974278
674511,basic,8.18,6,99.3436430593
674511,basic,8.18,7,93.8025284075
674511,basic,8.18,8,60.2158093175
674511,basic,8.18,9,13.1459000024
674511,basic,8.18,10,1.49099413893
674514,acidic,4.05,2,0.883377824981
674514,acidic,4.05,3,8.18318247552
674514,acidic,4.05,4,47.1249436108
674514,acidic,4.05,5,89.9117371643
674514,acidic,4.05,6,98.8904311134
674514,acidic,4.05,7,99.887923906
674514,acidic,4.05,8,99.9887810742
674514,acidic,4.05,9,99.9988779941
674514,acidic,4.05,10,99.9998877983
674515,basic,10.4,2,99.9999996019
674515,basic,10.4,3,99.9999960189
674515,basic,10.4,4,99.9999601893
674515,basic,10.4,5,99.9996018944
674515,basic,10.4,6,99.9960190868
674515,basic,10.4,7,99.9602051256
674515,basic,10.4,8,99.6034714381
674515,basic,10.4,9,96.1713496118
674515,basic,10.4,10,71.5252751049
674518,acidic,2.83,2,12.8852201595
674518,acidic,2.83,3,59.6629173306
674518,acidic,2.83,4,93.6673124689
674518,acidic,2.83,5,99.3284572111
674518,acidic,2.83,6,99.9324373804
674518,acidic,2.83,7,99.9932396273
674518,acidic,2.83,8,99.9993239216
674518,acidic,2.83,9,99.9999323917
674518,acidic,2.83,10,99.9999932392
674519,acidic,2.7,2,16.6337530817
674519,acidic,2.7,3,66.6139424583
674519,acidic,2.7,4,95.2273278966
674519,acidic,2.7,5,99.5013121263
674519,acidic,2.7,6,99.9499063829
674519,acidic,2.7,7,99.9949883788
674519,acidic,2.7,8,99.9994988153
674519,acidic,2.7,9,99.9999498813
674519,acidic,2.7,10,99.9999949881
674521,basic,9.11,2,99.9999922375
674521,basic,9.11,3,99.9999223753
674521,basic,9.11,4,99.9992237589
674521,basic,9.11,5,99.9922381313
674521,basic,9.11,6,99.9224354976
674521,basic,9.11,7,99.229732066
674521,basic,9.11,8,92.7966841496
674521,basic,9.11,9,56.2984728104
674521,basic,9.11,10,11.4123057414
674525,acidic,3.09,2,7.51727787603
674525,acidic,3.09,3,44.8376452689
674525,acidic,3.09,4,89.0450638723
674525,acidic,3.09,5,98.784682896
674525,acidic,3.09,6,99.8771242931
674525,acidic,3.09,7,99.9876988257
674525,acidic,3.09,8,99.9987697464
674525,acidic,3.09,9,99.9998769733
674525,acidic,3.09,10,99.9999876973
674531,acidic,1.7,2,66.6139424583
674531,acidic,1.7,3,95.2273278966
674531,acidic,1.7,4,99.5013121263
674531,acidic,1.7,5,99.9499063829
674531,acidic,1.7,6,99.9949883788
674531,acidic,1.7,7,99.9994988153
674531,acidic,1.7,8,99.9999498813
674531,acidic,1.7,9,99.9999949881
674531,acidic,1.7,10,99.9999994988
674532,acidic,2.17,2,40.3370826694
674532,acidic,2.17,3,87.1147798405
674532,acidic,2.17,4,98.542450351
674532,acidic,2.17,5,99.8523076142
674532,acidic,2.17,6,99.9852111036
674532,acidic,2.17,7,99.9985209135
674532,acidic,2.17,8,99.9998520894
674532,acidic,2.17,9,99.9999852089
674532,acidic,2.17,10,99.9999985209
674535,acidic,3.68,2,2.04653789382
674535,acidic,3.68,3,17.2821983037
674535,acidic,3.68,4,67.6301669493
674535,acidic,3.68,5,95.432321896
674535,acidic,3.68,6,99.5236498628
674535,acidic,3.68,7,99.9521598885
674535,acidic,3.68,8,99.9952139282
674535,acidic,3.68,9,99.9995213722
674535,acidic,3.68,10,99.999952137
674537,basic,8.82,2,99.9999848644
674537,basic,8.82,3,99.9998486441
674537,basic,8.82,4,99.9984864617
674537,basic,8.82,5,99.984866678
674537,basic,8.82,6,99.8488726157
674537,basic,8.82,7,98.5090058611
674537,basic,8.82,8,86.8540999976
674537,basic,8.82,9,39.7841906825
674537,basic,8.82,10,6.19747159254
674538,basic,8.39,2,99.999959262
674538,basic,8.39,3,99.9995926214
674538,basic,8.39,4,99.9959263632
674538,basic,8.39,5,99.9592785613
674538,basic,8.39,6,99.5942725757
674538,basic,8.39,7,96.0856597248
674538,basic,8.39,8,71.054001237
674538,basic,8.39,9,19.7090829846
674538,basic,8.39,10,2.39589662756
674541,basic,8.16,2,99.999930817
674541,basic,8.16,3,99.9993081738
674541,basic,8.16,4,99.9930821689
674541,basic,8.16,5,99.9308647328
674541,basic,8.16,6,99.3129224444
674541,basic,8.16,7,93.5293499046
674541,basic,8.16,8,59.1075596315
674541,basic,8.16,9,12.6289579055
674541,basic,8.16,10,1.42484450165
674545,basic,12.02,2,99.9999999905
674545,basic,12.02,3,99.9999999045
674545,basic,12.02,4,99.999999045
674545,basic,12.02,5,99.9999904501
674545,basic,12.02,6,99.9999045008
674545,basic,12.02,7,99.9990450165
674545,basic,12.02,8,99.9904509861
674545,basic,12.02,9,99.9045918555
674545,basic,12.02,10,99.0540412499
674546,basic,10.24,2,99.9999994246
674546,basic,10.24,3,99.9999942456
674546,basic,10.24,4,99.999942456
674546,basic,10.24,5,99.9994245634
674546,basic,10.24,6,99.9942459317
674546,basic,10.24,7,99.9424891003
674546,basic,10.24,8,99.4278524283
674546,basic,10.24,9,94.5587139566
674546,basic,10.24,10,63.4743335052
674547,acidic,6.95,2,0.00112200586519
674547,acidic,6.95,3,0.0112189257588
674547,acidic,6.95,4,0.112076093984
674547,acidic,6.95,5,1.10956888663
674547,acidic,6.95,6,10.0882628357
674547,acidic,6.95,7,52.8750563892
674547,acidic,6.95,8,91.8168175245
674547,acidic,6.95,9,99.116622175
674547,acidic,6.95,10,99.9109542683
674548,basic,8.59,2,99.999974296
674548,basic,8.59,3,99.9997429611
674548,basic,8.59,4,99.9974296703
674548,basic,8.59,5,99.9743026474
674548,basic,8.59,6,99.7436194213
674548,basic,8.59,7,97.4940178761
674548,basic,8.59,8,79.5519900313
674548,basic,8.59,9,28.0080994053
674548,basic,8.59,10,3.74476325364
674549,acidic,1.49,2,76.3924699145
674549,acidic,1.49,3,97.002341084
674549,acidic,1.49,4,99.6919225072
674549,acidic,1.49,5,99.9691065927
674549,acidic,1.49,6,99.9969098001
674549,acidic,1.49,7,99.9996909714
674549,acidic,1.49,8,99.9999690971
674549,acidic,1.49,9,99.9999969097
674549,acidic,1.49,10,99.999999691
674552,basic,9.18,2,99.9999933931
674552,basic,9.18,3,99.9999339307
674552,basic,9.18,4,99.9993393109
674552,basic,9.18,5,99.993393502
674552,basic,9.18,6,99.933974278
674552,basic,9.18,7,99.3436430593
674552,basic,9.18,8,93.8025284075
674552,basic,9.18,9,60.2158093175
674552,basic,9.18,10,13.1459000024
674553,basic,8.71,2,99.9999805016
674553,basic,8.71,3,99.9998050159
674553,basic,8.71,4,99.9980501934
674553,basic,8.71,5,99.9805053552
674553,basic,8.71,6,99.8053949896
674553,basic,8.71,7,98.0874472076
674553,basic,8.71,8,83.6830966003
674553,basic,8.71,9,33.9000908754
674553,basic,8.71,10,4.87841858899
674557,basic,9.52,2,99.99999698
674557,basic,9.52,3,99.9999698005
674557,basic,9.52,4,99.9996980057
674557,basic,9.52,5,99.9969801395
674557,basic,9.52,6,99.9698096002
674557,basic,9.52,7,99.6989140929
674557,basic,9.52,8,97.068575873
674557,basic,9.52,9,76.8052003168
674557,basic,9.52,10,24.8759206466
674560,basic,9.77,2,99.9999983018
674560,basic,9.77,3,99.9999830176
674560,basic,9.77,4,99.9998301759
674560,basic,9.77,5,99.9983017852
674560,basic,9.77,6,99.983020447
674560,basic,9.77,7,99.830463549
674560,basic,9.77,8,98.3301150625
674560,basic,9.77,9,85.4829177532
674560,basic,9.77,10,37.0611452782
674562,basic,8.21,2,99.9999383405
674562,basic,8.21,3,99.9993834088
674562,basic,8.21,4,99.9938344301
674562,basic,8.21,5,99.9383784953
674562,basic,8.21,6,99.3871835935
674562,basic,8.21,7,94.1921585805
674562,basic,8.21,8,61.8584122089
674562,basic,8.21,9,13.9548838242
674562,basic,8.21,10,1.59592718906
674563,basic,9.04,2,99.9999908799
674563,basic,9.04,3,99.999908799
674563,basic,9.04,4,99.9990879975
674563,basic,9.04,5,99.9908807233
674563,basic,9.04,6,99.9088820167
674563,basic,9.04,7,99.0962316262
674563,basic,9.04,8,91.642137707
674563,basic,9.04,9,52.3009587298
674563,basic,9.04,10,9.88131708783
674564,acidic,3.96,2,1.08458594771
674564,acidic,3.96,3,9.88131708783
674564,acidic,3.96,4,52.3009587298
674564,acidic,3.96,5,91.642137707
674564,acidic,3.96,6,99.0962316262
674564,acidic,3.96,7,99.9088820167
674564,acidic,3.96,8,99.9908807233
674564,acidic,3.96,9,99.9990879975
674564,acidic,3.96,10,99.999908799
674567,acidic,6.49,2,0.00323583185983
674567,acidic,6.49,3,0.0323488977948
674567,acidic,6.49,4,0.322549905894
674567,acidic,6.49,5,3.13450594515
674567,acidic,6.49,6,24.4481117929
674567,acidic,6.49,7,76.3924699145
674567,acidic,6.49,8,97.002341084
674567,acidic,6.49,9,99.6919225072
674567,acidic,6.49,10,99.9691065927
674576,acidic,-7.0,2,99.9999999
674576,acidic,-7.0,3,99.99999999
674576,acidic,-7.0,4,99.999999999
674576,acidic,-7.0,5,99.9999999999
674576,acidic,-7.0,6,100.0
674576,acidic,-7.0,7,100.0
674576,acidic,-7.0,8,100.0
674576,acidic,-7.0,9,100.0
674576,acidic,-7.0,10,100.0
674580,basic,9.65,2,99.9999977613
674580,basic,9.65,3,99.9999776128
674580,basic,9.65,4,99.9997761284
674580,basic,9.65,5,99.997761329
674580,basic,9.65,6,99.9776177994
674580,basic,9.65,7,99.7766279539
674580,basic,9.65,8,97.8103001352
674580,basic,9.65,9,81.70788342
674580,basic,9.65,10,30.8763847585
674582,acidic,2.38,2,29.4218640288
674582,acidic,2.38,3,80.6527522817
674582,acidic,2.38,4,97.6573630278
674582,acidic,2.38,5,99.760690771
674582,acidic,2.38,6,99.9760174238
674582,acidic,2.38,7,99.9976012246
674582,acidic,2.38,8,99.9997601173
674582,acidic,2.38,9,99.9999760117
674582,acidic,2.38,10,99.9999976012
674585,acidic,7.18,2,0.000660689082878
674585,acidic,7.18,3,0.00660649799308
674585,acidic,7.18,4,0.0660257220388
674585,acidic,7.18,5,0.656356940705
674585,acidic,7.18,6,6.19747159254
674585,acidic,7.18,7,39.7841906825
674585,acidic,7.18,8,86.8540999976
674585,acidic,7.18,9,98.5090058611
674585,acidic,7.18,10,99.8488726157
674587,basic,9.76,2,99.9999982622
674587,basic,9.76,3,99.999982622
674587,basic,9.76,4,99.9998262202
674587,basic,9.76,5,99.9982622294
674587,basic,9.76,6,99.9826250111
674587,basic,9.76,7,99.8265213884
674587,basic,9.76,8,98.2918828453
674587,basic,9.76,9,85.1948345853
674587,basic,9.76,10,36.5256664948
674588,acidic,1.18,2,86.8540999976
674588,acidic,1.18,3,98.5090058611
674588,acidic,1.18,4,99.8488726157
674588,acidic,1.18,5,99.984866678
674588,acidic,1.18,6,99.9984864617
674588,acidic,1.18,7,99.9998486441
674588,acidic,1.18,8,99.9999848644
674588,acidic,1.18,9,99.9999984864
674588,acidic,1.18,10,99.9999998486
674589,basic,9.48,2,99.9999966887
674589,basic,9.48,3,99.9999668869
674589,basic,9.48,4,99.99966887
674589,basic,9.48,5,99.9966887984
