ID	apKa1	bpKa1	atoms
674599	14.59	7.96	22,34
674600	7.45	8.28	19,43
674602	3.53	-2.76	26,11
674605	19.76	8.96	13,19
674606	10.87	8.72	38,51
674607	3.58	9.11	44,57
674608	12.44	8.38	45,46
674610	3.67	5.20	30,16
674611	13.03	-3.53	1,1
674612	14.55	-2.86	20,16
674615	3.78	-3.67	7,4
674616		8.50	10
674617	14.39	-1.59	29,8
674618		9.31	3
674619	-7.00		1
674620	2.27	-1.08	46,49
674623	3.47	2.66	31,9
674624			
674626		8.76	2
674629	11.92	4.42	38,37
674630	-7.00		1
674631			
674632	4.40	3.12	22,42
674633	4.44	-2.38	8,2
674636			
674637	9.96	-2.94	21,51
674639	12.66	7.87	33,73
674640			
674642	4.54		5
674643	4.27	3.89	37,5
674645	15.07	-4.48	4,3
674646	13.90	9.37	6,4
674647	-6.89		2
674648	3.13	7.83	18,5
674650	2.83	5.77	23,14
674652	3.75	-0.71	27,6
674654	8.83	3.67	15,3
674656	10.48	9.80	10,4
674657	15.70	-1.80	1,1
674658	19.61	7.50	9,11
674659	14.09	9.67	7,4
674660		-0.60	5
674661		9.20	3
674662		-7.04	29
674663	-3.24	-1.92	29,22
674665	19.07	-2.44	3,17
674666		9.87	5
674669	15.70	-1.80	1,1
674671		9.80	11
674672	1.86		38
674673		5.31	46
674675	13.89	9.52	9,3
674676		6.77	15
674678	-7.00		1
674679		12.55	4
674680	3.65	-3.42	15,2
674682	-7.00		1
674683	13.63	-3.39	37,37
674684	18.87	-4.81	5,4
674685	1.22	2.45	13,41
674686	5.69	9.42	32,13
674687	6.05		2
674688	1.86	-6.74	26,17
674690			
674691	11.23	10.24	52,43
674694	2.13	-1.67	31,5
674695	3.17		1
674696	14.09	9.67	8,5
674698	3.78	-3.67	7,4
674699	2.35	5.66	17,14
674700	13.62	8.00	15,6
674701		9.05	19
674702	10.22	0.33	10,8
674707	9.40	5.58	13,4
674708		-6.72	5
674709	3.24	7.44	29,15
674710	12.55	3.62	9,7
674711	3.06	-0.03	12,13
674712		-4.35	23
674713	1.18	-3.39	37,25
674714	2.65	-1.67	2,8
674715		-7.02	11
674716		9.77	7
674719	2.77	4.26	24,6
674720		8.76	2
674721	2.74	1.58	20,15
674722	13.69	-3.37	12,12
674723	5.56	-6.90	9,18
674724	13.65	8.23	7,4
674725	12.58	-2.85	28,6
674727		10.30	5
674728	0.27	9.43	26,2
674729	11.20	3.60	18,6
674730	5.41	9.44	24,6
674731	12.54	9.83	36,13
674732		9.78	3
674733		10.01	4
674734		9.77	2
674738		7.97	12
674739	14.58	8.24	21,6
674740	1.17		5
674741	14.53	-3.15	8,7
674742	10.91	10.15	7,13
674743	15.59	8.21	2,5
674745	10.07	8.21	12,3
674746		9.55	2
674747	13.03	-0.32	11,11
674749		7.09	12
674750	13.95	-2.87	28,17
674751	4.54		5
674752	13.50	9.79	8,1
674753	8.48		11
674754		8.88	15
674755	4.00	-2.08	2,12
674756	12.86	8.18	26,21
674757	4.19	-4.83	19,3
674758	17.91	-1.51	26,26
674759	9.50	8.85	12,1
674760		8.88	3
674761	14.39	-2.76	29,25
674763	8.84	9.70	11,4
674764	13.91	9.57	15,17
674765	6.93	-3.32	14,7
674768		9.87	15
674769	9.69	8.91	13,2
674770	11.22	8.68	10,5
674771	3.49	-4.26	31,41
674772		-7.17	6
674773	13.68	9.62	25,32
674776	18.78	9.12	3,10
674777	6.05		3
674778	8.21	9.22	25,5
674779	13.84	9.32	2,6
674780	11.62	-2.99	10,1
674782	3.62	5.20	31,17
674783		8.94	3
674784	14.00	9.33	6,3
674787		6.74	18
674788	14.09	9.67	9,5
674789		-3.55	6
674790	2.17	-4.24	35,20
674791	14.09	9.67	12,14
674792		8.96	4
674793	3.05	-4.19	13,6
674794	15.00	7.93	6,13
674795	12.58	-2.85	12,22
674796	13.63	-3.39	26,26
674798	8.22	12.14	16,18
674799	17.81	-4.81	34,21
674801	10.16	1.76	4,19
674802	11.99	-4.11	19,19
674803	3.39	-4.87	28,14
674804	19.29	-4.77	1,17
674805		7.88	18
674806	3.09	-6.33	31,25
674807		8.40	22
674810	-2.72	4.91	34,4
674811		7.28	7
674812	2.72	-4.33	9,1
674813	2.06	9.93	14,3
674814	1.29	9.51	21,2
674815	3.80	-2.27	15,20
674816	14.88	-2.85	28,28
674817			
674819	9.87	2.32	16,1
674820	15.42	2.57	13,4
674821	14.08	9.76	9,5
674822	10.28	11.01	22,4
674823	12.55	9.97	43,3
674824	9.78	9.02	20,11
674825	4.33		9
674826		7.29	19
674827		7.23	9
674828	12.44	-3.39	30,25
674829	13.63	-3.39	39,39
674830	5.56	-6.90	9,18
674831			
674832	2.58	6.68	28,3
674833	11.22	-3.01	12,16
674834		3.12	34
674836	14.04	6.48	6,4
674838	14.36	8.77	16,25
674840	11.44	-1.81	24,18
674841	13.56	8.21	26,11
674842	11.54	9.27	14,7
674844	9.86	8.98	24,14
674846		5.55	1
674847	4.36	-1.63	30,8
674849	14.09	9.67	12,14
674850	2.52	-3.95	21,6
674851	13.89	9.52	8,2
674852	14.47	10.05	14,6
674853		8.56	26
674854	8.48		16
674855		8.67	12
674857	11.53	-4.31	14,14
674858	5.94	-0.88	16,29
674859	13.55	-3.39	31,31
674860	12.61	-2.85	13,34
674861	19.56	1.92	1,19
674862	15.12	7.46	1,7
674863		10.25	5
674865	9.93	9.28	30,14
674866	17.33	7.16	11,9
674867		8.93	23
674869		12.41	4
674871	10.01	9.01	17,5
674873	15.24		11
674876	1.80		6
674878		9.47	2
674879	4.54		5
674880	-3.03		2
674881	9.35	4.24	24,11
674883	11.00	-2.79	7,17
674884	16.64		15
674885	19.93	-2.95	14,16
674886	16.21	10.11	2,10
674887	3.53	-2.76	44,29
674888	11.38	7.09	45,3
674889	15.01	7.85	6,13
674890		8.86	1
674891	14.49	9.04	10,5
674892	15.50	5.54	15,5
674895	3.09	-3.84	18,12
674896	0.09	9.59	27,9
674897	19.28	-4.73	22,26
674898	14.09	9.67	8,5
674899		9.42	4
674900	14.52	9.79	9,2
674901	11.05	-4.53	15,15
674902		7.88	15
674903		10.21	3
674904	14.81	-2.85	28,28
674906	9.76	6.19	14,27
674907		10.01	4
674910		8.81	2
674912		9.48	2
674913	3.25	4.06	24,6
674914	14.35	-1.26	27,5
674915		9.76	3
674916	11.72	7.44	24,29
674918		8.87	3
674919	1.18	-2.85	27,34
674920	12.56	-0.16	28,15
674921		9.60	4
674922	3.34	7.44	31,20
674923	13.18	8.87	8,3
674924	10.33	-5.45	14,14
674925		8.87	2
674926	13.81	-3.30	25,25
674927	8.02	9.18	38,11
674928	7.54	4.82	16,20
674929		-6.04	1
674930	12.69	-2.39	8,15
674931	-1.75	-7.48	18,27
674933	8.48		14
674935	19.12	9.45	13,12
674937	16.40	8.24	19,16
674938	3.63	6.93	19,6
674939	18.10	-3.71	13,20
674940	14.80	-2.85	39,39
674941	4.42		6
674942	3.29	-6.29	39,33
674943	2.83	-3.73	20,12
674944		-4.49	13
674946	3.19	4.17	22,4
674947		10.30	2
674948	13.18	7.09	13,19
674950	9.07	9.69	12,2
674951	5.62	-2.77	13,9
674952		6.08	3
674953	13.41	9.76	17,6
674954	17.11	8.37	12,3
674955		9.85	20
674956	-1.40	-2.07	34,28
674957		8.76	11
674958	15.12	7.82	2,8
674959	0.66	9.94	20,7
674961	12.57	-3.39	9,30
674962	3.70	5.20	36,17
674963	13.73	-2.85	37,28
674964	2.93	-0.02	12,13
674965	1.18	-2.85	35,8
674966	4.54		5
674967	10.99	4.07	13,17
674968	3.53	7.43	31,19
674969	3.03	7.44	21,2
674970	3.13	4.16	22,4
674971	16.19	10.42	10,4
674973	18.85	6.86	16,17
674974		8.87	3
674975	15.15	-2.74	24,24
674977	10.12	9.40	13,5
674978	11.53	-4.32	13,13
674979	9.03	9.68	13,4
674981	4.54		6
674983	17.24	9.56	8,2
674984	1.99	4.16	18,6
674986	13.82	9.30	2,6
674987	3.91	-0.92	34,24
674988	2.19	10.20	14,3
674989		9.29	23
674990	6.45	-3.84	23,12
674991	15.46	8.07	25,22
674992	3.49	-5.94	37,12
674993	0.70	-5.08	9,5
674994	3.54	5.00	31,24
674995		7.67	12
674996	2.33	-4.53	16,5
674997	2.55	9.14	37,1
674998		8.88	10
674999		-6.89	4
675000		6.77	17
675001	5.80	-1.40	16,12
675002	14.16	6.53	11,13
675003	19.36	8.19	25,2
675005	1.56	9.50	10,7
675007	10.55	2.17	10,18
675008	2.53	9.14	24,21
675009	4.54		5
675010		10.05	5
675011		7.58	3
675012	10.12	9.40	15,6
675014	14.09	9.63	8,5
675015	13.64	-3.39	24,24
675016	7.20	-7.82	15,12
675017	14.42	8.91	16,12
675018	13.82	9.30	7,11
675019	16.64	8.32	3,21
675020	15.15	6.95	21,2
675022	2.84	6.24	17,2
675024	3.37		1
675025		8.40	22
675026	11.74	-1.66	25,24
675027	1.47		25
675030		5.65	9
675031	17.33	7.16	12,10
675032	3.66	-2.85	24,30
675033		9.80	3
675034	3.09		1
675035	3.09		1
675037	3.04	4.14	22,4
675038	15.25	9.32	3,10
675040		8.87	2
675042	19.93	7.24	26,8
675044	16.12	7.83	7,11
675047			
675048	12.37	7.97	31,10
675049	3.23	-1.54	18,37
675050	13.78	9.19	17,26
675052	19.09	-4.81	10,14
675053		9.20	3
675054	13.61	9.28	13,16
675055	3.59	-1.31	1,7
675059	13.15	6.23	16,4
675060	13.74	-2.85	35,26
675061	10.16	7.48	21,7
675062	15.39	7.34	9,4
675063	12.45	2.24	25,4
675064	3.60	7.79	2,9
675066	14.09	9.67	15,17
675067	3.63	5.47	31,14
675068	13.60	-3.40	12,12
675069	3.38	-1.73	24,29
675070	0.30	9.48	25,2
675071		7.51	16
675072	3.63	5.47	32,15
675075	3.84	-7.79	9,21
675076	2.13	-1.68	35,21
675078	13.59	2.39	22,44
675079		-5.74	1
675080	13.89	-0.25	14,8
675081	2.26		9
675082		-3.64	5
675083	10.39	9.62	16,24
675085	4.30	-4.40	24,30
675086		9.73	14
675089	3.18	4.33	32,36
675090	17.83	-4.86	31,18
675092	4.85		15
675093		8.69	9
675097	19.28	-4.73	13,17
675098		-7.25	11
675099	12.44	-3.33	27,31
675100	10.11	8.88	2,10
675101	11.24	9.54	2,16
675102	17.59	-1.66	18,18
675103	10.35	9.57	2,10
675104	10.01	9.01	16,4
675105		8.39	2
675106		7.58	2
675107		10.47	3
675110		8.77	10
675111	9.15	9.81	22,5
675112	10.27	9.24	16,5
675113	8.18	7.14	22,4
675114		8.86	18
675116	17.59	-1.66	28,28
675118	14.03	8.74	15,12
675119	12.02	3.12	9,10
675120	18.40	4.97	11,12
675122		7.06	15
675123	2.28	-1.76	36,20
675124	19.14	-0.26	15,21
675125		8.78	2
675126	-6.72	0.73	9,13
675128	14.09	9.66	10,6
675129	15.89	10.21	11,21
675130	15.99	7.20	45,30
675131	4.00	-2.08	9,19
675133	9.96	-2.88	57,85
675138	14.50	9.38	25,20
675140		8.86	1
675141	3.60	7.79	3,10
675143	8.84	-4.36	4,3
675261	3.91	-0.92	33,23
675679	10.11	8.87	10,2
675680	9.08	9.79	34,6
675681		11.75	3
675682	13.52	8.90	2,5
675683	13.74	8.76	47,24
675684	10.41	5.07	31,18
675685	4.38	6.65	10,11
675686	18.29	8.22	3,4
675691	12.86	6.30	21,8
675692	2.38	-6.32	23,38
675694	14.74	7.90	25,2
675695	1.55	9.99	121,12
675696	3.10	-4.93	22,4
675697	3.28	2.03	32,7
675698		7.16	2
675699	11.97	-3.55	38,29
675700	13.55	-3.39	30,30
675701	12.37	1.55	26,15
675703	13.85	2.73	15,40
675705	12.69	-1.08	1,16
675710	4.10	9.39	1,7
675712	5.64	9.67	29,2
675716	14.98	10.64	19,4
675721	9.90	-3.94	16,24
675724	14.25	5.48	15,10
675726	8.82	4.61	19,22
675728	10.28	9.60	18,10
675730	2.93	6.20	10,6
675731	3.36	-2.27	14,3
675733	0.36	3.79	54,44
675736	16.11	7.83	12,16
675738	12.73	-6.51	18,20
675746	1.49	-2.61	31,15
675750		-4.19	13
675812	9.35	4.16	25,12
675813	13.78	-3.33	22,22
685334	9.73	-0.48	10,29
685974		4.01	21
691867	7.17	3.20	7,20
694073	15.12	-2.75	40,40
699405	7.84	-3.32	46,73
699406	10.11	8.59	18,3
699412	4.13	4.86	34,13
699416	13.80	9.23	11,18
699417	3.38	-2.97	20,2
699419	10.28	-2.98	18,2
699421	-2.19	-3.56	97,83
699429	9.33	-3.77	11,39
699431	14.75	9.00	12,3
699433		10.88	3
699435	0.93	7.56	38,9
699436		9.52	18
699437	12.21	7.55	36,48
699446	5.51	-3.93	45,3
699450	18.41	-4.13	9,4
699453	3.71	10.32	12,6
699455		9.52	19
699456	4.36	-1.27	30,8
699457	8.00	9.93	37,27
699461	12.18	5.68	28,22
699470	3.76	-1.28	33,8
699483	19.45	-6.54	14,27
699486		10.54	3
700369	4.85		16
704780	5.87	-1.38	35,10
705121	9.42	10.40	5,2
711939	12.29	9.97	13,24
712273	12.87	4.89	5,33
716337	10.97	4.61	25,24
742171			
794445	7.82	-0.78	10,8
806511	6.99	2.01	12,2
822010	11.43	5.35	7,6
940358	15.24	8.03	14,6
991212	9.68	4.77	8,17
1031364	2.74	5.77	20,3
1037865	11.30	-2.98	8,1
1038352	-6.53	13.99	9,12
1038354	3.22	4.64	26,36
1038355		8.50	28
1038357	14.19	8.60	2,17
1049460		11.75	3
1049461	13.51	4.95	15,12
1051124	3.70	2.85	3,17
1051125		9.76	3
1051131	14.82	9.55	7,8
1051353	4.35	-7.15	18,5
1051355	12.93	5.16	20,18
1064511	11.43	-2.98	11,16
1073669	14.81	9.39	10,12
1078476	3.49	-5.94	41,12
1078532	-2.49	4.08	3,31
1110310	3.17	10.21	22,2
1123018	4.00	-2.84	23,19
1145509		4.62	2
1153493	8.51	9.71	23,14
1158402	13.89	5.51	26,22
1204084	12.09	-2.76	31,26
1229711	13.62	7.82	14,5
1248727	13.89	9.05	13,20
1248730	0.10		3
1248731	9.96	-2.75	57,82
1248732	3.18	4.33	33,37
1248739	15.15	-2.74	20,20
1248748		1.48	2
1277553	10.52	2.02	13,33
1280054	8.61	9.81	20,11
1285392	13.71	5.54	17,12
1285394	14.51	-2.87	21,17
1331852	8.66	1.81	22,14
1336997	1.44	-4.97	20,15
1336998	-3.03		2
1336999	-3.03		3
1347272	19.45	8.56	93,90
1347273	14.78	-2.85	36,36
1347275		7.29	2
1355852	10.46	9.66	19,2
1355854	2.72	-4.33	11,5
1355856	9.70	7.78	27,2
1355857	14.15	9.33	16,25
1355858	18.00	8.61	13,24
1355867	10.36	9.41	11,28
1359037	2.16	-3.90	20,5
1359038	-0.88	-1.53	12,4
1359039	1.99	4.16	18,6
1359040	4.83	-2.71	37,5
1359041	7.25	5.39	21,3
1359198	3.21	-3.69	19,13
1364024	10.17	1.78	4,19
1369603	13.97	-3.25	8,8
1369604	14.18	6.69	39,17
1369605		-7.03	5
1369607		10.12	6
1369608	13.84	9.62	19,15
1369632		9.46	21
1369633	12.05	9.78	36,17
1369635		9.83	14
1369636	13.89	9.05	15,22
1369637	13.89	9.05	15,22
1369640	3.32	-0.64	4,8
1369642	2.65	-7.66	3,8
1369644	15.73	-2.37	1,3
1369646	18.09	-5.90	16,18
1369649	8.75	9.76	83,91
1369651	11.01	4.87	12,18
1369652	13.96	8.05	8,12
1369653	3.26	1.80	35,12
1369655	3.68	2.19	11,4
1369657	15.73	-2.37	1,3
1369658	-1.05	-5.01	12,14
1369659	2.70		8
1376006	3.96	-3.69	8,14
1376008	3.05	-4.19	20,8
1376009		8.68	19
1376011	0.27	9.43	27,3
1376013	8.46	7.13	23,13
1376014	10.26	9.12	16,7
1376065	6.67	1.75	39,6
1376111	12.57	-2.98	37,28
1376138	13.46	5.90	23,6
1377665	15.10	-2.75	1,1
1377883	5.14		11
1377932	10.35	9.02	11,19
1377970	13.61	8.91	23,26
1377978	13.51	8.03	12,3
1377999	7.16	2.91	13,32
1378011	12.60	-3.75	18,18
1378015		-6.57	1
1378036		9.52	18
1378465	13.13	7.07	9,7
1378588	2.13	-1.68	12,5
1379603		-6.53	4
1379795	1.80		6
1379830	1.80		8
1380067	17.91	-1.53	25,25
1380086			
1382812	7.17	9.55	5,3
1383722	7.17	9.55	5,3
1405420	8.61	9.81	19,11
1418014	2.56	6.22	18,3
1418072			
1418074	2.78	5.77	31,3
1418075	3.15	-1.15	22,4
1418084	9.68	4.77	8,17
1418097	15.15	9.39	18,2
1430803		-3.90	14
1449150	12.66	7.87	40,67
1449151	17.04	7.54	14,12
1449158	4.11	4.76	31,21
1449160		9.62	1
1449167	4.56	-2.84	17,13
1449169	9.33	-4.89	13,25
1449175	6.50	-3.79	3,10
1449190		8.59	10
1451141	-3.03		6
1451143	6.05		9
1503107	12.12	7.52	15,10
1503109	8.61	9.81	20,12
1540465	2.83	5.77	23,14
1540576	2.16	-3.90	20,5
