,ID,VAL,UNITS,CHG_STATE,logD,ACIDIC,BASIC,STATE_10,STATE_50,STATE_90
129,395607,10.8,%,neutral,-1.89,8.35,-0.26,neutral,neutral,neutral
130,365538,-2.0,%,neutral,-1.55,10.16,1.85,neutral,neutral,neutral
131,448986,17.7,%,neutral,-7.77,11.23,7.03,basic,neutral,neutral
132,112861,10.8,%,neutral,-1.54,,,neutral,neutral,neutral
133,142808,59.8,%,basic,1.14,10.85,8.66,basic,basic,basic
134,139045,33.7,%,acidic,2.05,4.0,-0.56,acidic,acidic,acidic
135,15217,9.6,%,acidic,0.56,5.14,,acidic,acidic,acidic
136,373985,29.5,%,acidic,-3.7,2.84,6.24,zwitterionic,acidic,acidic
137,328201,-34.2,%,neutral,3.64,18.01,-4.88,neutral,neutral,neutral
138,138562,29.3,%,neutral,4.46,14.91,-2.84,neutral,neutral,neutral
139,17169,6.6,%,basic,2.05,13.61,8.47,basic,basic,basic
140,20027,-32.1,%,acidic,2.21,5.62,6.53,zwitterionic,acidic,acidic
141,371643,-1.3,%,basic,0.86,13.89,9.05,basic,basic,basic
142,12825,33.4,%,neutral,4.15,18.92,-4.82,neutral,neutral,neutral
143,178796,5.4,%,acidic,-1.38,4.21,-2.72,acidic,acidic,acidic
144,11968,23.5,%,acidic,-1.52,2.27,1.01,acidic,acidic,acidic
145,372805,20.5,%,acidic,-3.2,7.18,-2.85,acidic,acidic,neutral
146,674643,37.0,%,acidic,3.24,4.27,3.89,acidic,acidic,acidic
147,9951,-0.5,%,neutral,-0.17,13.75,3.62,neutral,neutral,neutral
148,419596,-21.0,%,neutral,1.82,19.44,-6.63,neutral,neutral,neutral
149,407549,10.1,%,basic,2.71,19.47,8.18,basic,basic,neutral
150,4504,67.9,%,basic,-1.09,8.21,9.22,basic,basic,basic
151,9495,21.3,%,neutral,3.9,14.91,-2.84,neutral,neutral,neutral
152,469690,11.4,%,zwitterionic,3.44,0.27,9.43,zwitterionic,zwitterionic,zwitterionic
153,72036,24.7,%,neutral,4.13,,6.75,basic,neutral,neutral
154,27986,-2.3,%,neutral,7.31,,3.92,neutral,neutral,neutral
155,173,48.6,%,acidic,0.27,3.8,-2.27,acidic,acidic,acidic
156,17170,18.1,%,neutral,2.52,13.19,7.37,basic,neutral,neutral
157,240123,67.0,%,basic,4.14,11.16,7.87,basic,basic,neutral
158,442313,29.0,%,acidic,-1.9,3.77,-0.14,acidic,acidic,acidic
159,2994,14.4,%,acidic,1.51,4.42,-4.84,acidic,acidic,acidic
160,52087,9.0,%,neutral,3.27,12.81,-3.72,neutral,neutral,neutral
161,175106,1.5,%,neutral,4.56,9.48,-3.04,neutral,neutral,neutral
162,485955,10.1,%,acidic,1.46,-1.75,-7.48,acidic,acidic,acidic
163,12506,45.8,%,basic,1.57,12.44,8.38,basic,basic,basic
164,14785,27.5,%,neutral,3.2,16.14,4.59,neutral,neutral,neutral
165,29890,27.3,%,acidic,1.1,4.0,-2.08,acidic,acidic,acidic
166,44396,-21.1,%,acidic,1.93,7.11,-3.05,acidic,acidic,neutral
167,116848,28.6,%,acidic,-0.3,3.44,1.76,acidic,acidic,acidic
168,444917,20.9,%,acidic,-2.98,2.62,-3.69,acidic,acidic,acidic
169,65605,24.4,%,basic,3.97,,8.75,basic,basic,basic
170,17347,16.3,%,neutral,2.43,13.61,2.39,neutral,neutral,neutral
171,27626,39.3,%,neutral,3.74,10.33,-0.88,neutral,neutral,neutral
172,71516,54.3,%,basic,1.81,10.87,8.86,basic,basic,basic
173,315942,82.4,%,acidic,-0.23,-0.8,-0.32,acidic,acidic,acidic
174,365189,101.7,%,zwitterionic,2.76,6.9,7.53,zwitterionic,zwitterionic,neutral
175,43952,25.4,%,neutral,3.28,16.29,7.3,basic,neutral,neutral
176,248669,83.2,%,acidic,1.95,3.68,4.82,acidic,acidic,acidic
177,3666,21.6,%,acidic,1.0,6.38,-3.99,acidic,acidic,acidic
178,631325,93.9,%,neutral,4.74,11.78,-2.28,neutral,neutral,neutral
179,8062,62.1,%,neutral,3.54,10.36,-1.18,neutral,neutral,neutral
180,381643,74.9,%,zwitterionic,-1.94,3.61,9.11,zwitterionic,zwitterionic,zwitterionic
181,641194,59.3,%,basic,4.09,9.32,8.18,basic,basic,neutral
182,26465,61.4,%,neutral,4.48,,7.09,basic,neutral,neutral
183,451889,24.2,%,neutral,2.94,11.2,-3.68,neutral,neutral,neutral
184,674584,55.2,%,neutral,5.83,12.47,-3.45,neutral,neutral,neutral
185,349663,90.9,%,acidic,-6.57,2.96,-3.73,acidic,acidic,acidic
186,5582,49.3,%,acidic,2.85,4.32,-1.36,acidic,acidic,acidic
187,391374,37.4,%,basic,5.82,8.51,8.12,basic,basic,neutral
188,2658,-5.0,%,acidic,2.12,6.55,-5.35,acidic,acidic,neutral
189,1078490,69.0,%,acidic,-1.04,3.63,-3.69,acidic,acidic,acidic
190,860,31.1,%,neutral,5.19,9.13,-5.96,neutral,neutral,neutral
191,721,9.3,%,neutral,3.08,,2.92,neutral,neutral,neutral
192,72873,103.7,%,neutral,3.64,11.83,-2.39,neutral,neutral,neutral
193,570147,53.8,%,basic,2.22,12.46,8.38,basic,basic,basic
194,403465,68.1,%,acidic,1.15,4.05,5.58,acidic,acidic,acidic
195,313314,79.0,%,neutral,2.73,13.74,-2.85,neutral,neutral,neutral
196,374182,19.5,%,acidic,3.69,5.11,-2.98,acidic,acidic,acidic
197,486422,71.1,%,acidic,0.11,3.83,-3.74,acidic,acidic,acidic
198,372438,109.0,%,acidic,3.45,4.43,-3.31,acidic,acidic,acidic
199,116949,91.5,%,acidic,5.02,3.65,6.13,zwitterionic,acidic,acidic
200,1362501,89.8,%,acidic,1.08,-0.63,-1.11,acidic,acidic,acidic
201,442373,61.4,%,acidic,-0.15,-0.75,-0.2,acidic,acidic,acidic
202,374000,95.5,%,acidic,-1.46,-0.88,-0.05,acidic,acidic,acidic
203,1223,72.1,%,acidic,0.25,3.3,2.4,acidic,acidic,acidic
204,418845,55.4,%,acidic,-1.24,4.0,-2.84,acidic,acidic,acidic
205,88100,85.1,%,neutral,5.22,13.68,2.84,neutral,neutral,neutral
206,398458,101.4,%,acidic,3.68,7.09,-1.08,acidic,acidic,neutral
207,675704,94.3,%,acidic,0.89,4.13,4.86,acidic,acidic,acidic
208,699472,84.2,%,acidic,1.36,5.51,-3.93,acidic,acidic,acidic
209,42426,78.5,%,acidic,0.92,6.37,-4.06,acidic,acidic,acidic
210,15090,80.7,%,acidic,2.91,4.26,3.11,acidic,acidic,acidic
211,712273,80.3,%,neutral,5.13,12.87,4.89,neutral,neutral,neutral
212,37316,84.6,%,neutral,4.69,13.39,-1.53,neutral,neutral,neutral
213,675255,100.1,%,acidic,4.91,-0.94,2.66,acidic,acidic,acidic
214,442285,79.0,%,acidic,-0.59,3.77,-0.32,acidic,acidic,acidic
215,1362500,72.0,%,acidic,-0.67,3.77,-0.49,acidic,acidic,acidic
216,140116,76.0,%,acidic,1.06,4.56,-2.84,acidic,acidic,acidic
217,455239,88.5,%,acidic,-10.42,3.04,2.27,acidic,acidic,acidic
218,86042,91.8,%,neutral,1.81,14.97,3.54,neutral,neutral,neutral
219,164064,96.9,%,zwitterionic,-9.27,-2.04,8.23,zwitterionic,zwitterionic,acidic
220,454073,74.9,%,acidic,2.34,-3.44,-6.49,acidic,acidic,acidic
221,417180,74.4,%,acidic,2.44,4.33,-2.74,acidic,acidic,acidic
222,188196,92.6,%,neutral,4.54,11.92,4.42,neutral,neutral,neutral
